mot_commun,ld,nom,homonymes
ACACIAS, ,AV DES ACACIAS (44020_0020),AV DES ACACIAS (44162_0020)
ACACIAS, ,RUE DES ACACIAS (44020_0040),AV DES ACACIAS (44162_0020)
AJONCS, ,CHE DES AJONCS (44020_0080),RUE DES AJONCS (44162_0028)
ALLENDE, ,RUE SALVADOR ALLENDE (44020_3085),BD SALVADOR ALLENDE (44162_2463)
BEAUVAIS, ,RUE DE BEAUVAIS (44020_0460),RUE DE BEAUVAIS (44162_0171)
BEAUVOIR, ,RUE SIMONE DE BEAUVOIR (44020_3321),RUE SIMONE DE BEAUVOIR (44162_2503)
BELLEVUE, ,RUE DE BELLEVUE (44020_0500),AV DE BELLEVUE (44162_0220)
BLANCHE, ,CHE DE LA BLANCHE (44020_0540),IMP DE LA BLANCHE (44162_0300) + RUE DE LA BLANCHE (44162_0290)
BLUM, ,RUE LEON BLUM (44020_1987),RUE LEON BLUM (44162_1508)
BLUM, ,SQ LEON BLUM (44020_1988),RUE LEON BLUM (44162_1508)
BOUCHER, ,RUE HELENE BOUCHER (44020_1800),RUE HELENE BOUCHER (44162_0344)
BRASSENS, ,PL GEORGES BRASSENS (44020_1639),ESP GEORGES BRASSENS (44162_0422)
BRASSENS, ,RUE GEORGES BRASSENS (44020_1638),ESP GEORGES BRASSENS (44162_0422)
BREL, ,CHE JACQUES BREL (44020_1834),RUE JACQUES BREL (44162_0272)
BREL, ,RUE JACQUES BREL (44020_1833),RUE JACQUES BREL (44162_0272)
CAMELIAS, ,ALL DES CAMELIAS (44020_0830),AV DES CAMELIAS (44162_0483)
CAMELIAS, ,AV DES CAMELIAS (44020_0831),AV DES CAMELIAS (44162_0483)
CAMUS, ,CHE ALBERT CAMUS (44020_0082),RUE ALBERT CAMUS (44162_0036)
CHAPLIN, ,RUE CHARLIE CHAPLIN (44020_0997),IMP CHARLIE CHAPLIN (44162_0558)
CLEMENT, ,RUE JEAN BAPTISTE CLEMENT (44020_1835),IMP JEAN BAPTISTE CLEMENT (44162_1332)
