mot_commun,ld,nom,homonymes
CHENES, ,RUE DES CHENES (44129_0112),RUE DES CHENES (44189_0045)
CORMIERS, ,RUE DES CORMIERS (44129_0170),RUE DES CORMIERS (44189_0055)
CURIE, ,RUE PIERRE ET MARIE CURIE (44129_0211),RUE PIERRE ET MARIE CURIE (44189_0150)
LAURIERS, ,RUE DES LAURIERS (44129_0288),RUE DES LAURIERS (44189_0115)
MONTFORT, ,RTE DU PERE DE MONTFORT (44129_0425),RUE DU PERE DE MONTFORT (44189_0140)
POIRIERS, ,ALL DES POIRIERS (44129_0435),RUE DES POIRIERS (44189_0155)
BODIO,0,BODIO (44129_B027),BODIO (44189_B006)
CALVAIRE,0,LE CALVAIRE (44129_B070),LE CALVAIRE (44189_B013)
CAVES,0,LES CAVES (44129_B079),LES CAVES (44189_B014)
CLOS,0,LE CLOS (44129_B104),LE CLOS (44189_B017)
CLOSE,0,LA CLOSE (44129_B121),LA CLOSE (44189_B023)
EPINAIS,0,L EPINAIS (44129_B154),L EPINAIS (44189_B038)
GARENNE,0,LA GARENNE (44129_B171),LA GARENNE (44189_B049)
GREE,0,LA GREE (44129_B193),LA GREE (44189_B053)
LANDAS,0,LE LANDAS (44129_B244),LE LANDAS (44189_B061)
LANDE,0,LA LANDE (44129_B246),LA LANDE (44189_B062)
NOE,0,LA NOE (44129_B286),LA NOE (44189_B083)
