mot_commun,ld,nom,homonymes
COUR, ,RUE DE LA COUR (44032_0076),IMP DE LA COUR (44117_0014)
EPINETTE, ,IMP DES EPINETTES (44032_0271),RUE DES EPINETTES (44117_0328)
EPINETTE, ,RUE DES EPINETTES (44032_0270),RUE DES EPINETTES (44117_0328)
JARDINS, ,RUE DES JARDINS (44032_0083),RLE DES JARDINS (44117_0031)
SPORTS, ,RUE DES SPORTS (44032_0190),RUE DES SPORTS (44117_0055)
AVENEAUX,0,LES AVENEAUX (44032_B009),LES AVENEAUX (44117_B005)
BOIS,0,LES BOIS (44032_B032),LES BOIS (44117_B016)
CLOUET,0,LE CLOUET (44032_B078),LE CLOUET (44117_B071)
COUR,0,LA COUR (44032_B084),LA COUR (44117_B080)
GARENNE,0,LA GARENNE (44032_B106),LA GARENNE (44117_B103)
GATS,0,LES GATS (44032_B107),LES GATS (44117_B105)
