mot_commun,ld,nom,homonymes
CALVAIRE, ,IMP DU CALVAIRE (44017_0027),RUE DU CALVAIRE (44191_0045)
FORET, ,RUE DE LA FORET (44017_0035),RUE DE LA FORET (44191_0205)
STADE, ,VOIE DU STADE (44017_0064),ALL DU STADE (44191_0455)
BOURG,0,LE BOURG (44017_B069),LE BOURG (44191_B066)
CHESNAIE,0,LA CHESNAIE (44017_B219),LA CHESNAIE (44191_B193)
CORMIER,0,LE CHAMP DU CORMIER (44017_B158),LE CHAMP DU CORMIER (44191_B141)
COUDRAY,0,LE COUDRAY (44017_B286),LE COUDRAY (44191_B301)
EPINAY,0,LE PETIT EPINAY (44017_B570),LE PETIT EPINAY (44191_B616)
LANDREAU,0,LE LANDREAU (44017_B484),LE LANDREAU (44191_B504)
MORTIER,0,LE MORTIER (44017_B520),LE MORTIER (44191_B544)
OUCHES,0,LES OUCHES (44017_B541),LES OUCHES (44191_B562)
PATIS,0,LE PATIS (44017_B546),LE PATIS (44191_B570)
PRISE,0,LA PRISE (44017_B807),LA PRISE (44191_C088)
