mot_commun,ld,nom,homonymes
CHENES, ,IMP DES CHENES (44005_0042),RUE DES CHENES (44061_0256)
EGLISE, ,PL DE L EGLISE (44005_0079),PL DE L EGLISE (44061_0030)
EGLISE, ,RUE DE L EGLISE (44005_0080),PL DE L EGLISE (44061_0030)
FONTENEL, ,RUE DES FONTENELLES (44005_0081),RUE DES FONTENELLES (44061_0077)
ILE, ,CHE DE L'ILE (44005_0094),RTE DE L'ILE (44061_0058)
JOSEPH, ,CHE SAINT JOSEPH (44005_0095),SAINT JOSEPH (44061_B923)
MEUNIER, ,IMP DU MEUNIER (44005_0106),IMP DU MEUNIER (44061_0081)
NANTES, ,RUE DE NANTES (44005_0111),RTE DE NANTES (44061_0070)
PRIEURE, ,RUE DU PRIEURE (44005_0133),RUE DU PRIEURE (44061_0076)
BELLEVUE,0,BELLEVUE (44005_B031),BELLEVUE (44061_C054)
CHAPELLE,0,LA CHAPELLE (44005_B163),LA CHAPELLE (44061_B165)
CHEMINS,0,LES QUATRE CHEMINS (44005_B809),LES QUATRE CHEMINS (44061_B883)
FIEF,0,LE FIEF (44005_B245),LE FIEF (44061_B260)
FONTENEL,0,LES FONTENELLES (44005_B252),LES FONTENELLES (44061_B278)
GENDRERI,0,LA GENDRERIE (44005_B282),LA GENDRERIE (44061_B325)
MOULIN,0,CARTRON DU MOULIN (44005_B140),CARTRON DU MOULIN (44061_B137)
NOE,0,LA NOE (44005_B487),LA NOE (44061_B535)
PLATE,0,LA PIECE PLATE (44005_B705),LA PIECE PLATE (44061_B772)
PRIERE,0,LA PRIERE (44005_B803),LA PRIERE (44061_B872)
