mot_commun,ld,nom,homonymes
CHENES, ,IMP DES CHENES (44014_0054),RUE DES CHENES (44102_0230) + IMP DES CHENES (44102_0231)
GARE, ,RUE DE LA GARE (44014_0060),RUE DE LA GARE (44102_0055)
GRAND, ,IMP GRAND RUE (44014_0176),GR GRAND RUE (44102_0070)
LILAS, ,RUE DES LILAS (44014_0085),RUE DES LILAS (44102_0125)
MAIRIE, ,RUE DE LA MAIRIE (44014_0090),RUE DE LA MAIRIE (44102_0126)
PATIS, ,RUE DU PATIS (44014_0110),RUE DU PATIS (44102_0146)
PONT, ,RUE DU PONT (44014_0115),DU PONT (44102_B889) + IMP DU PONT (44102_0156) + RUE DU PONT (44102_0155)
POSTE, ,PL DE LA POSTE (44014_0117),RUE DE LA POSTE (44102_0165) + IMP DE LA POSTE (44102_0164)
PRES, ,RUE DES PRES (44014_0122),RUE DES PRES (44102_0167)
VIGNES, ,CHEM DES VIGNES (44014_0194),RUE DES VIGNES (44102_0210)
VIGNES, ,IMP DES VIGNES (44014_0195),RUE DES VIGNES (44102_0210)
BAUCHE,0,LA BAUCHE (44014_B030),LA BAUCHE (44102_B029)
BAUCHES,0,LES BAUCHES (44014_B064),LES BAUCHES (44102_B054)
BUISSON,0,LE BUISSON (44014_B135),LE BUISSON (44102_B115)
CREUX,0,LE CREUX (44014_B220),LE CREUX (44102_C192)
HOMMEAU,0,L HOMMEAU (44014_B460),L HOMMEAU (44102_B443)
JARRIE,0,LA JARRIE (44014_C210),LA JARRIE (44102_B472) + IMP LA JARRIE (44102_0079)
LANDAIS,0,LE LANDAIS (44014_B495),LE LANDAIS (44102_B483)
LANDES,0,LES GRANDES LANDES (44014_B414),LES GRANDES LANDES (44102_B397)
LOIRIERE,0,LA LOIRIERE (44014_B520),LA LOIRIERE (44102_B505)
PLAISANC,0,PLAISANCE (44014_B859),PLAISANCE (44102_B873)
RIVIERE,0,LA RIVIERE (44014_C161),LA RIVIERE (44102_C081)
