mot_commun,ld,nom,homonymes
ANJOU, ,RUE D ANJOU (44034_0006),RUE D ANJOU (44213_0022)
ECOLES, ,RUE DES ECOLES (44034_0015),RUE DES ECOLES (44213_0035)
FORGES, ,RUE DES FORGES (44034_0019),IMP DES FORGES (44213_0045) + RUE DES FORGES (44213_0040)
MOULIN, ,RUE DU MOULIN (44034_0036),RUE DU MOULIN (44213_0110)
ROUXIERE, ,RTE DE LA ROUXIERE (44034_0052),RUE DE LA ROUXIERE (44213_0173)
VIGNES, ,LOT DES GRANDES VIGNES (44034_A010),RUE DES GRANDES VIGNES (44213_0080)
VIGNES, ,RUE DES GRANDES VIGNES (44034_0023),RUE DES GRANDES VIGNES (44213_0080)
BELLEVUE,0,BELLEVUE (44034_B027),BELLEVUE (44213_B055)
BRICAUDI,0,LA BRICAUDIERE (44034_B060),LA BRICAUDIERE (44213_B131)
BROSSES,0,LES BROSSES (44034_B066),LES BROSSES (44213_B137)
FERRIERE,0,LA FERRIERE (44034_B367),LA FERRIERE (44213_B635)
GAUDINIE,0,LA GAUDINIERE (44034_B387),LA GAUDINIERE (44213_B673)
LANDES,0,LES LANDES (44034_B513),LES LANDES (44213_B917)
MARTINIE,0,LA MARTINIERE (44034_B522),LA MARTINIERE (44213_B945)
MORTIER,0,LE MORTIER (44034_B532),LE MORTIER (44213_B976)
MOULINS,0,LES TROIS MOULINS (44034_B896),LES TROIS MOULINS (44213_C583)
TOULON,0,LE TOULON (44034_B891),LE TOULON (44213_C577)
