mot_commun,ld,nom,homonymes
CALVAIRE, ,RUE DU CALVAIRE (44059_0015),RUE DU CALVAIRE (44181_0088)
EGLISE, ,PL DE L EGLISE (44059_0040),PL DE L EGLISE (44181_0086)
EGLISE, ,RUE DE L EGLISE (44059_0041),PL DE L EGLISE (44181_0086)
AIR,0,BEL AIR (44059_B029),BEL AIR (44181_B026)
BELLEVUE,0,BELLEVUE (44059_B030),BELLEVUE (44181_B027)
BROSSE,0,LA BROSSE (44059_B084),LA BROSSE (44181_B064)
FOSSES,0,LES FOSSES (44059_B276),LES FOSSES (44181_B158)
FRESNE,0,LE FRESNE (44059_B282),LE FRESNE (44181_B716)
FROGERIE,0,LA FROGERIE (44059_B284),LA FROGERIE (44181_B164)
JARRIE,0,LA JARRIE (44059_B425),LA JARRIE (44181_B267)
NOE,0,LA NOE (44059_B500),LA NOE (44181_B319)
PRE,0,LE PETIT PRE (44059_B799),LE PETIT PRE (44181_B401)
