mot_commun,ld,nom,homonymes
ACACIAS, ,ALL DES ACACIAS (44073_0025),RUE DES ACACIAS (44149_0020)
CHARMILL, ,ALL DES CHARMILLES (44073_0050),COUR DES CHARMILLES (44149_0040)
EGLISE, ,PL DE L EGLISE (44073_0070),RUE DE L EGLISE (44149_0050)
EGLISE, ,RUE DE L EGLISE (44073_0071),RUE DE L EGLISE (44149_0050)
FRENES, ,ALL DES FRENES (44073_0090),COUR DES FRENES (44149_0065)
ISAC, ,RUE DE L ISAC (44073_0125),RUE DE L ISAC (44149_0080)
MESANGES, ,ALL DES MESANGES (44073_0135),ALL DES MESANGES (44149_0104)
PIERRE, ,RUE SAINT PIERRE (44073_0244),PL SAINT PIERRE (44149_0111)
BARRE,0,LA BARRE (44073_B034),LA BARRE (44149_B016)
CHAUSSEE,0,LA CHAUSSEE (44073_B350),LA CHAUSSEE (44149_B097)
CHENAIE,0,LA CHENAIE (44073_B355),LA CHENAIE (44149_B101)
CLOS,0,LE CLOS (44073_B397),LE CLOS (44149_B109)
DOUX,0,LE DOUX (44073_B586),LE DOUX (44149_B169)
GRISONS,0,LES GRISONS (44073_B850),LES GRISONS (44149_B285)
JAUNAIS,0,LES JAUNAIS (44073_B947),LES JAUNAIS (44149_B321)
MINOTERI,0,LA MINOTERIE (44073_C074),LA MINOTERIE (44149_B362)
NEUVE,0,LA MAISON NEUVE (44073_C029),LA MAISON NEUVE (44149_B350)
PRISE,0,LA PRISE (44073_C833),LA PRISE (44149_B612)
VALLEE,0,LA VALLEE (44073_D103),LA VALLEE (44149_B748)
