mot_commun,ld,nom,homonymes
CAMELIAS, ,RUE DES CAMELIAS (44122_0016),RUE DES CAMELIAS (44179_0270)
MIMOSAS, ,AV DES MIMOSAS (44122_0065),RUE DES MIMOSAS (44179_0440)
MOULIN, ,RUE DU MOULIN (44122_0067),RUE DU MOULIN (44179_0445)
POMMERAI, ,RUE DE LA POMMERAIE (44122_0124),RUE DE LA POMMERAIE (44179_0490)
VIGNES, ,CHE DES VIGNES (44122_0196),RUE DES VIGNES (44179_0560)
BOISSIER,0,LA BOISSIERE (44122_B031),LA BOISSIERE (44179_B043)
JAUNAIS,0,LE JAUNAIS (44122_B152),LE JAUNAIS (44179_B218)
JOUSSIER,0,LA JOUSSIERE (44122_B155),LA JOUSSIERE (44179_B220)
RIVIERE,0,LA RIVIERE (44122_B306),LA RIVIERE (44179_B402)
SOLEIL,0,BEAU SOLEIL (44122_B013),RUE BEAU SOLEIL (44179_0255) + BEAU SOLEIL (44179_B021)
VERGER,0,LE VERGER (44122_B335),LE VERGER (44179_B424)
