mot_commun,ld,nom,homonymes
BOIS, ,ZA DU PETIT BOIS (44096_A010),IMP DU PETIT BOIS (44118_0541)
CHENES, ,AV DES CHENES (44096_0083),IMP DES CHENES (44118_0166)
EGLISE, ,PL DE L EGLISE (44096_0130),PL DE L EGLISE (44118_0330)
SOURCES, ,RUE DES SOURCES (44096_0243),RUE DES SOURCES (44118_0662)
STADE, ,RUE DU STADE (44096_0250),RUE DU STADE (44118_0665)
BRANCHER,0,LA BRANCHERE (44096_B069),LA BRANCHERE (44118_D727)
CORMIER,0,LE CORMIER (44096_B233),LE CORMIER (44118_D761)
FOUGERAI,0,LES FOUGERAIS (44096_B295),LES FOUGERAIS (44118_C412)
JOSEPH,0,SAINT JOSEPH (44096_B689),SAINT JOSEPH (44118_D477)
MARIE,0,SAINTE MARIE (44096_B693),SAINTE MARIE (44118_D479)
PARC,0,LE PARC (44096_B518),LE PARC (44118_C986)
RIVIERE,0,LA RIVIERE (44096_B673),LA RIVIERE (44118_D319)
ROCHETTE,0,LES ROCHETTES (44096_B678),LES ROCHETTES (44118_D353)
VARENNE,0,LA VARENNE (44096_B714),LA VARENNE (44118_D592)
