mot_commun,ld,nom,homonymes
AIGRETTE, ,RUE DES AIGRETTES (44006_0008),RUE DES AIGRETTES (44072_0007)
AJONCS, ,RUE DES AJONCS (44006_0011),RUE DES AJONCS (44072_0010) + LOT DES AJONCS (44072_A008) + ALL DES AJONCS (44072_0009)
FOUGERES, ,ALL DES FOUGERES (44006_0323),ALL DES FOUGERES (44072_0082)
FOUR, ,RUE DU FOUR (44006_0324),RUE DU FOUR (44072_0045)
BLANC,0,LE PIGEON BLANC (44006_B780),LE PIGEON BLANC (44072_B288)
CLOS,0,LE GRAND CLOS (44006_B295),LE GRAND CLOS (44072_B103)
MARIE,0,KER MARIE (44006_C130),KER MARIE (44072_B201)
OLIVIER,0,KER OLIVIER (44006_B470),KER OLIVIER (44072_B206)
PATUREAU,0,LE PATUREAU (44006_B686),LE PATUREAU (44072_B280)
PLESSIS,0,LE PLESSIS (44006_B782),LE PLESSIS (44072_B289)
TENUE,0,LA TENUE (44006_C056),LA TENUE (44072_B340)
