mot_commun,ld,nom,homonymes
COTEAU, ,IMP DU COTEAU (44033_0025),RUE DU COTEAU (44061_0022)
EGLISE, ,PL DE L EGLISE (44033_0041),PL DE L EGLISE (44061_0030)
EGLISE, ,RUE DE L EGLISE (44033_0043),PL DE L EGLISE (44061_0030)
BOURG,0,LE BOURG (44033_B080),LE BOURG (44061_B091)
MAILLARD,0,LA MAILLARDAIS (44033_B915),LA MAILLARDAIS (44061_B468)
NOE,0,LA NOE (44033_B504),LA NOE (44061_B535)
PERRIERE,0,LES PERRIERES (44033_B526),LES PERRIERES (44061_B629)
RIVAUDAI,0,LA RIVAUDAIS (44033_B763),LA RIVAUDAIS (44061_B895)
ROUSSELI,0,LA ROUSSELIERE (44033_B773),LA ROUSSELIERE (44061_B913)
VUE,0,BELLE VUE (44033_B035),BELLE VUE (44061_B031)
