mot_commun,ld,nom,homonymes
EGLISE, ,RUE DE L EGLISE (44023_0028),PL DE L EGLISE (44068_0054)
JULIEN, ,RUE SAINT JULIEN (44023_0080),SAINT JULIEN (44068_B283)
QUILLY, ,RTE DE QUILLY (44023_0066),RTE DE QUILLY (44068_0058)
AIR,0,BEL AIR (44023_B015),BEL AIR (44068_B014)
BEAUSEJO,0,BEAUSEJOUR (44023_B013),BEAUSEJOUR (44068_B013)
BELLEVUE,0,BELLEVUE (44023_B020),BELLEVUE (44068_B019)
BIGNON,0,LE BIGNON (44023_B028),LE BIGNON (44068_B022)
BOURG,0,LE BOURG (44023_B069),LE BOURG (44068_B043)
FLEURIAI,0,LA FLEURIAIS (44023_B188),LA FLEURIAIS (44068_B117)
JULIEN,0,SAINT JULIEN (44023_B408),SAINT JULIEN (44068_B283)
LANDRON,0,LE LANDRON (44023_B281),LE LANDRON (44068_B188)
