mot_commun,ld,nom,homonymes
ACACIAS, ,RUE DES ACACIAS (44190_0002),AV DES ACACIAS (44215_0010)
ACADIE, ,RUE DE L ACADIE (44190_0001),IMP DE L ACADIE (44215_0012)
AJONCS, ,RUE DES AJONCS (44190_0005),AV DES AJONCS (44215_0019) + IMP DES AJONCS (44215_0020)
APPERT, ,RUE NICOLAS APPERT (44190_0948),RUE NICOLAS APPERT (44215_1251)
AUNIS, ,RUE DE L AUNIS (44190_0074),IMP DE L AUNIS (44215_0092)
BLEUETS, ,RUE DES BLEUETS (44190_0147),RUE DES BLEUETS (44215_0254)
BRASSENS, ,RUE GEORGES BRASSENS (44190_0568),IMP GEORGES BRASSENS (44215_0313) + RUE GEORGES BRASSENS (44215_0312)
BREL, ,RUE JACQUES BREL (44190_0706),RUE JACQUES BREL (44215_0314)
BRETAGNE, ,RUE DE BRETAGNE (44190_0205),RUE DE BRETAGNE (44215_0315)
BRUYERES, ,RUE DES BRUYERES (44190_0213),RUE DES BRUYERES (44215_0351)
CAMELIAS, ,RUE DES CAMELIAS (44190_0230),RUE DES CAMELIAS (44215_0397)
CASSIN, ,RUE RENE CASSIN (44190_1178),ESP RENE CASSIN (44215_1552)
CEDRES, ,RUE DES CEDRES (44190_0243),RUE DES CEDRES (44215_0413)
CHAPELLE, ,CHE DE LA CHAPELLE (44190_0265),RUE DE LA CHAPELLE (44215_0422)
CHATAIGN, ,RUE DES CHATAIGNIERS (44190_0275),RPT DES CHATAIGNIERS (44215_0433)
CHOPIN, ,RUE FREDERIC CHOPIN (44190_0676),RUE FREDERIC CHOPIN (44215_0539)
CLISSON, ,RTE DE CLISSON (44190_0310),RTE DE CLISSON (44215_0540)
COMETE, ,RUE DE LA COMETE (44190_0332),AV DE LA COMETE (44215_0559)
COURTILS, ,RUE DES COURTILS (44190_0360),ALL DES COURTILS (44215_0576)
CURIE, ,RUE MARIE CURIE (44190_0831),RUE MARIE CURIE (44215_1990)
DOUETTEE, ,RUE DE LA DOUETTEE (44190_0425),RUE DE LA DOUETTEE (44215_0621) + IMP DE LA DOUETTEE (44215_0619)
EUROPE, ,BD DE L EUROPE (44190_0468),BD DE L EUROPE (44215_0675)
FONTAINE, ,RUE DE LA FONTAINE (44190_0480),RUE DE LA FONTAINE (44215_0679)
FOUGERES, ,RUE DES FOUGERES (44190_0496),ALL DES FOUGERES (44215_1950)
GAULLE, ,RUE DU GENERAL DE GAULLE (44190_0540),RUE DU GENERAL DE GAULLE (44215_0793)
HIRONDEL, ,RUE DES HIRONDELLES (44190_0688),CHE DES HIRONDELLES (44215_1015)
ILES, ,ALL DES ILES (44190_0696),CHE DES ILES (44215_1024)
JONQUILL, ,RUE DES JONQUILLES (44190_0735),RUE DES JONQUILLES (44215_1034)
LIBERATI, ,RUE DE LA LIBERATION (44190_0750),AV DE LA LIBERATION (44215_1124)
LILAS, ,RUE DES LILAS (44190_0772),IMP DES LILAS (44215_1114)
LIMOUSIN, ,RUE DU LIMOUSIN (44190_0759),IMP DU LIMOUSIN (44215_1115)
LYS, ,RUE DES LYS (44190_0802),RUE DES LYS (44215_1121)
MARAICHE, ,ALL DES MARAICHERS (44190_0824),AV DES MARAICHERS (44215_1130)
MERCOEUR, ,RUE ELISA MERCOEUR (44190_0460),ALL ELISA MERCOEUR (44215_0652)
MESANGES, ,RUE DES MESANGES (44190_0852),RUE DES MESANGES (44215_1148)
MIMOSAS, ,ALL DES MIMOSAS (44190_0883),RUE DES MIMOSAS (44215_1155)
MORTIERS, ,RUE DES MORTIERS (44190_0920),RUE DES MORTIERS (44215_1181)
MUGUET, ,RUE DU MUGUET (44190_0940),AV DU MUGUET (44215_1238)
ONCHERES, ,RUE DES ONCHERES (44190_0953),RUE DES ONCHERES (44215_1306)
ORMES, ,RUE DES ORMES (44190_0954),RUE DES ORMES (44215_1312)
PEUPLIER, ,IMP DES PEUPLIERS (44190_1077),RUE DES PEUPLIERS (44215_1406)
PEUPLIER, ,RUE DES PEUPLIERS (44190_1079),RUE DES PEUPLIERS (44215_1406)
PIAF, ,RUE EDITH PIAF (44190_0435),RUE EDITH PIAF (44215_1398)
PINSONS, ,RUE DES PINSONS (44190_1081),AV DES PINSONS (44215_1424)
PLANTES, ,RUE DES PLANTES (44190_1080),RUE DES PLANTES (44215_1434)
POITOU, ,RUE DU POITOU (44190_1095),RUE DU POITOU (44215_1465)
PORTEREA, ,RUE DU PORTEREAU (44190_1100),RUE DU PORTEREAU (44215_1482)
PROVENCE, ,RUE DE PROVENCE (44190_1165),ALL DE PROVENCE (44215_1524)
RAVEL, ,RUE MAURICE RAVEL (44190_0844),RUE MAURICE RAVEL (44215_1164)
ROSES, ,RUE DES ROSES (44190_1220),AV DES ROSES (44215_1580)
SAULES, ,RUE DES SAULES (44190_1233),RUE DES SAULES (44215_1621)
SEVRE, ,RUE DE LA SEVRE (44190_1257),CHE DE LA SEVRE (44215_1638)
SOURCE, ,PAS DE LA SOURCE (44190_1271),IMP DE LA SOURCE (44215_1646)
TILLEULS, ,ALL DES TILLEULS (44190_1289),RUE DES TILLEULS (44215_1680)
VIOLETTE, ,RUE DES VIOLETTES (44190_1350),RUE DES VIOLETTES (44215_1796)
