mot_commun,ld,nom,homonymes
AVENIR, ,RUE DE L AVENIR (44041_0035),RUE DE L AVENIR (44223_0038)
BIGNON, ,RUE DU BIGNON (44041_0100),CHE DU BIGNON (44223_0040) + RTE DU BIGNON (44223_0060)
CHARMES, ,RUE DES CHARMES (44041_0110),IMP DES CHARMES (44223_0079)
FOURNIL, ,IMP DU FOURNIL (44041_0198),IMP DU FOURNIL (44223_0239)
GENETS, ,IMP DES GENETS (44041_0233),RUE DES GENETS (44223_0086)
LUMIERE, ,RUE DES FRERES LUMIERE (44041_0228),IMP DES FRERES LUMIERE (44223_0240)
NANTES, ,RUE DE NANTES (44041_0380),RTE DE NANTES (44223_0140) + CHE DE NANTES (44223_0120)
PEUPLIER, ,RUE DES PEUPLIERS (44041_0441),IMP DES PEUPLIERS (44223_0108)
SAULES, ,RUE DES SAULES (44041_0531),IMP DES SAULES (44223_0201)
SORBIERS, ,RUE DES SORBIERS (44041_0537),RUE DES SORBIERS (44223_0244)
TILLEULS, ,IMP DES TILLEULS (44041_0562),RUE DES TILLEULS (44223_0212)
BOURG,0,LE BOURG (44041_B103),LE BOURG (44223_B021)
NOE,0,LA GRANDE NOE (44041_B370),LA GRANDE NOE (44223_B102)
