mot_commun,ld,nom,homonymes
BOIS, ,CHE DU BOIS (44118_0060),CHEM DU BOIS (44202_0021)
CHENES, ,IMP DES CHENES (44118_0166),IMP DES CHENES (44202_0041)
EGLISE, ,PL DE L EGLISE (44118_0330),PL DE L EGLISE (44202_0038)
STADE, ,RUE DU STADE (44118_0665),RUE DU STADE (44202_0051)
BOURG,0,LE BOURG (44118_B496),LE BOURG (44202_B025)
CLOS,0,LE BOIS CLOS (44118_B429),LE BOIS CLOS (44202_B017)
CROIX,0,LA CROIX (44118_B888),LA CROIX (44202_B071)
GARE,0,LA GARE (44118_C442),LA GARE (44202_B097)
LANDREAU,0,LE LANDREAU (44118_C802),LE LANDREAU (44202_B134)
MARIE,0,SAINTE MARIE (44118_D479),SAINTE MARIE (44202_B217)
MORTIER,0,LE MORTIER (44118_C903),LE MORTIER (44202_B149)
RIVIERE,0,LA RIVIERE (44118_D319),LA RIVIERE (44202_B208)
ROCHETTE,0,LES ROCHETTES (44118_D353),LES ROCHETTES (44202_B213)
VARENNES,0,LES VARENNES (44118_D594),LES VARENNES (44202_B232)
