mot_commun,ld,nom,homonymes
AZALEES, ,ALL DES AZALEES (44158_0132),RUE DES AZALEES (44194_0015)
BELLEVUE, ,CHE DE BELLEVUE (44158_0160),RUE DE BELLEVUE (44194_0261)
BIZET, ,RUE GEORGES BIZET (44158_0593),ALL GEORGES BIZET (44194_1986)
CAMELIAS, ,AV DES CAMELIAS (44158_0208),IMP DES CAMELIAS (44194_0815)
CHATAIGN, ,CHE DE LA CHATAIGNERAIE (44158_0280),RUE DE LA CHATAIGNERAIE (44194_1021)
CHEZINE, ,RUE DE LA CHEZINE (44158_0340),RUE DE LA CHEZINE (44194_1121) + IMP DE LA CHEZINE (44194_1122)
CHOPIN, ,RUE FREDERIC CHOPIN (44158_0512),CRS FREDERIC CHOPIN (44194_1152)
COTEAU, ,RUE DU COTEAU (44158_0396),RUE DU COTEAU (44194_1400)
EGLANTIE, ,RUE DES EGLANTIERS (44158_0421),RUE DES EGLANTIERS (44194_1634)
EGLISE, ,PL DE L EGLISE (44158_0440),RUE DE L EGLISE (44194_1631) + PL DE L EGLISE (44194_1630)
GARENNE, ,CHE DE LA GARENNE (44158_0545),RUE DE LA GARENNE (44194_1960)
GARENNE, ,LOT DE LA GARENNE (44158_A026),RUE DE LA GARENNE (44194_1960)
GENETS, ,ALL DES GENETS (44158_0581),RUE DES GENETS (44194_1976)
HORTENSI, ,RUE DES HORTENSIAS (44158_0748),RUE DES HORTENSIAS (44194_2390)
JONQUILL, ,RUE DES JONQUILLES (44158_0787),RUE DES JONQUILLES (44194_2420)
LAURIERS, ,ALL DES LAURIERS (44158_0918),RUE DES LAURIERS (44194_2519)
LILAS, ,CHE DES LILAS (44158_0925),ALL DES LILAS (44194_2517)
MAIRIE, ,PL DE LA MAIRIE (44158_0980),RUE DE LA MAIRIE (44194_2630)
MOTTE, ,RUE DE LA MOTTE (44158_1140),RUE DE LA MOTTE (44194_2697)
NANTES, ,RTE DE NANTES (44158_1240),RUE DE NANTES (44194_2750)
NANTES, ,RUE DE NANTES (44158_1220),RUE DE NANTES (44194_2750)
NOISETIE, ,ALL DES NOISETIERS (44158_1261),RUE DES NOISETIERS (44194_2785)
PRIMEVER, ,RUE DES PRIMEVERES (44158_1332),RUE DES PRIMEVERES (44194_4085)
ROSIERS, ,CHE DES ROSIERS (44158_1355),RUE DES ROSIERS (44194_4196)
TROENES, ,ALL DES TROENES (44158_1593),RUE DES TROENES (44194_4610)
VERNE, ,RUE JULES VERNE (44158_0800),SQ JULES VERNE (44194_2421) + ALL JULES VERNE (44194_2422)
VIGNEUX, ,RTE DE VIGNEUX (44158_1630),RTE DE VIGNEUX (44194_4760)
AIR,0,BEL AIR (44158_B062),BEL AIR (44194_B001)
BLANCHAI,0,LA BLANCHAIS (44158_B073),LA BLANCHAIS (44194_B209)
BOIS,0,LE BOIS (44158_B080),LE BOIS (44194_B019)
BRETONNI,0,LA BRETONNIERE (44158_B147),LA BRETONNIERE (44194_B040)
CHATILLO,0,CHATILLON (44158_B226),CHATILLON (44194_B219)
MESNIL,0,LE MESNIL (44158_B762),LE MESNIL (44194_B225)
NEUVE,0,LA MAISON NEUVE (44158_B716),LA MAISON NEUVE (44194_B116)
NOE,0,LA GRANDE NOE (44158_B542),LA GRANDE NOE (44194_B002)
PERRIERE,0,LES PERRIERES (44158_B855),LES PERRIERES (44194_B138)
PLESSIS,0,LE PLESSIS (44158_C015),LOT LE PLESSIS (44194_A105) + LE PLESSIS (44194_B171)
SOLEIL,0,BEAU SOLEIL (44158_B055),BEAU SOLEIL (44194_B011)
TOURNEBR,0,TOURNEBRIDE (44158_C245),TOURNEBRIDE (44194_B220)
VIGNAUDS,0,LES VIGNAUDS (44158_C261),LES VIGNAUDS (44194_B207)
