mot_commun,ld,nom,homonymes
2, ,VC 2 (44018_0407),CR 2 (44150_0001)
CENDRES, ,IMP DES HERONS CENDRES (44018_0162),RUE DES HERONS CENDRES (44150_0097)
COLVERTS, ,IMP DES COLVERTS (44018_0027),RUE DES COLVERTS (44150_0035)
FORET, ,RTE DE LA FORET (44018_0056),AV DE LA FORET (44150_0060) + RTE DE LA FORET (44150_0062)
GAGNERIE, ,RUE DE LA GAGNERIE (44018_0055),RTE DE LA GAGNERIE (44150_0064)
LAC, ,RUE DU LAC (44018_0093),RTE DU LAC (44150_0120)
PINIER, ,RUE DU PINIER (44018_0138),IMP DU PINIER (44150_0686) + RTE DU PINIER (44150_0206)
FORET,0,LA FORET (44018_B069),LA FORET (44150_B177)
MARES,0,LES MARES (44018_B110),LES MARES (44150_B293)
VERGER,0,LE VERGER (44018_B192),LE VERGER (44150_B569)
