mot_commun,ld,nom,homonymes
BOUCHAUD, ,RUE DES BOUCHAUDS (44088_0032),IMP DES BOUCHAUDS (44100_0025)
EGLISE, ,PL DE L EGLISE (44088_0091),RUE DE L EGLISE (44100_0040) + PL DE L EGLISE (44100_0039)
FIACRE, ,RTE DE ST FIACRE (44088_0150),RTE DE ST FIACRE (44100_0096)
FORGES, ,RUE DES FORGES (44088_0097),RUE DES FORGES (44100_0053)
MAIRIE, ,RUE DE LA MAIRIE (44088_0112),RUE DE LA MAIRIE (44100_0060)
BIDIERE,0,LA BIDIERE (44088_B014),LA BIDIERE (44100_B019)
BOCHARD,0,BOCHARD (44088_B282),BOCHARD (44100_B020)
BOURG,0,LE BOURG (44088_B027),LE BOURG (44100_B035)
LANDES,0,LES LANDES (44088_B168),LES LANDES (44100_B187)
PATIS,0,LE PATIS (44088_B195),LE PATIS (44100_B242)
