mot_commun,ld,nom,homonymes
CHAUVE, ,RTE DE CHAUVE (44005_0040),RTE DE CHAUVE (44220_0101)
CHAUVE, ,RUE DE CHAUVE (44005_0041),RTE DE CHAUVE (44220_0101)
MOULIN, ,IMP DU MOULIN (44005_0099),RUE DU MOULIN (44220_0081)
NANTES, ,RUE DE NANTES (44005_0111),RTE DE NANTES (44220_0141)
ANNE,0,SAINTE ANNE (44005_B831),PL SAINTE ANNE (44220_0182)
BELLEVUE,0,BELLEVUE (44005_B031),BELLEVUE (44220_B020)
CROIX,0,LA CROIX (44005_B213),LA CROIX (44220_B127)
FONTENEL,0,LES FONTENELLES (44005_B252),LES FONTENELLES (44220_B159)
NEUVE,0,LA MAISON NEUVE (44005_B415),LA MAISON NEUVE (44220_B306)
NOE,0,LA NOE (44005_B487),LA NOE (44220_B349)
PLATE,0,LA PIECE PLATE (44005_B705),LA PIECE PLATE (44220_B564)
PRAUDERI,0,LA PRAUDERIE (44005_B742),LA PRAUDERIE (44220_B590)
PRIERE,0,LA PRIERE (44005_B803),LA PRIERE (44220_B724)
VALLEES,0,LES VALLEES (44005_B899),LES VALLEES (44220_B799)
