mot_commun,ld,nom,homonymes
EGLISE, ,PL DE L EGLISE (44033_0041),PL DE L EGLISE (44137_0180) + RUE DE L EGLISE (44137_0182)
EGLISE, ,RUE DE L EGLISE (44033_0043),PL DE L EGLISE (44137_0180) + RUE DE L EGLISE (44137_0182)
BOURG,0,LE BOURG (44033_B080),LE BOURG (44137_B097)
FOIRE,0,LE CHAMP DE FOIRE (44033_B107),LE CHAMP DE FOIRE (44137_B120)
JAUNAIS,0,LES JAUNAIS (44033_B451),LES JAUNAIS (44137_B446)
MOTTAIS,0,LE MOTTAIS (44033_B499),LE MOTTAIS (44137_B495)
NEUVE,0,VILLE NEUVE (44033_B906),VILLE NEUVE (44137_B788)
NOE,0,LA NOE (44033_B504),LA NOE (44137_B817)
TERTRE,0,LE TERTRE (44033_B808),LE TERTRE (44137_B739)
TILLON,0,LE TILLON (44033_B809),LE TILLON (44137_B743)
TOUCHE,0,LA TOUCHE (44033_B812),LA TOUCHE (44137_B744)
