mot_commun,ld,nom,homonymes
CHEMIN, ,RTE DU GRAND CHEMIN (44120_0558),RUE DU GRAND CHEMIN (44145_0022)
CURE, ,RUE DE LA CURE (44120_0310),ALL DE LA CURE (44145_0012)
FONTAINE, ,IMP DE LA FONTAINE (44120_0450),CHE DE LA FONTAINE (44145_0023)
MAIRIE, ,PL DE LA MAIRIE (44120_0680),RUE DE LA MAIRIE (44145_0046) + PL DE LA MAIRIE (44145_0045)
PAVILLON, ,LE PAVILLON (44120_0731),LE PAVILLON (44145_B672)
POSTE, ,RUE DE LA POSTE (44120_0820),PL DE LA POSTE (44145_0055)
SPORTS, ,LOT DES SPORTS (44120_A123),AV DES SPORTS (44145_0062)
BELLEVUE,0,BELLEVUE (44120_B040),BELLEVUE (44145_B040)
BRICOLIE,0,LA BRICOLIERE (44120_B065),LA BRICOLIERE (44145_B080)
BUZAY,0,BUZAY (44120_B069),BUZAY (44145_B090)
CHATAIGN,0,LA CHATAIGNERAIE (44120_B093),LA CHATAIGNERAIE (44145_B128)
CHEMIN,0,LE GRAND CHEMIN (44120_B245),LE GRAND CHEMIN (44145_B301)
CLOS,0,LE GRAND CLOS (44120_B247),LE GRAND CLOS (44145_B302)
DOUET,0,LE DOUET (44120_B179),LE DOUET (44145_B230)
ROCHER,0,LE ROCHER (44120_B682),LE ROCHER (44145_C104)
