mot_commun,ld,nom,homonymes
AIR, ,IMP BEL AIR (44131_0158),BEL AIR (44187_B065)
AURIOL, ,RUE JACQUELINE AURIOL (44131_1814),IMP JACQUELINE AURIOL (44187_0270)
BASTIE, ,RUE MARYSE BASTIE (44131_2700),IMP MARYSE BASTIE (44187_0025)
BOUCHER, ,RUE HELENE BOUCHER (44131_1801),PL HELENE BOUCHER (44187_0262)
CHAUVE, ,RUE DE CHAUVE (44131_0868),RTE DE CHAUVE (44187_0080)
FRENES, ,ALL DES FRENES (44131_1390),IMP DES FRENES (44187_0185)
GARE, ,PL DE LA GARE (44131_1500),RUE DE LA GARE (44187_0200)
GAULLE, ,AV DU GAL DE GAULLE (44131_1559),RUE DU GAL DE GAULLE (44187_0205)
MAIRIE, ,PL DE LA MAIRIE (44131_2421),PL DE LA MAIRIE (44187_0280)
MAIRIE, ,RUE DE LA MAIRIE (44131_2400),PL DE LA MAIRIE (44187_0280)
MEUNIER, ,LOT DU MEUNIER (44131_A100),IMP DU MEUNIER (44187_0302)
MILIEU, ,RUE DU MILIEU (44131_2800),RTE DU MILIEU (44187_0301)
MIMOSAS, ,RUE DES MIMOSAS (44131_2820),RUE DES MIMOSAS (44187_0310)
NANTES, ,RUE DE NANTES (44131_3100),RTE DE NANTES (44187_0332) + RUE DE NANTES (44187_0331)
NEUF, ,RES LE MOULIN NEUF (44131_A099),LE MOULIN NEUF (44187_B959)
NEUF, ,RUE DU MOULIN NEUF (44131_3010),RUE DU MOULIN NEUF (44187_0319)
NEUVE, ,RUE NEUVE (44131_3180),RUE NEUVE (44187_0360)
ORMES, ,LOT DES ORMES (44131_A112),RUE DES ORMES (44187_0376)
ORMES, ,RUE DES ORMES (44131_3353),RUE DES ORMES (44187_0376)
PORNIC, ,RTE DE PORNIC (44131_3740),RUE DE PORNIC (44187_0420)
SOLEIL, ,IMP BEAU SOLEIL (44131_0140),BEAU SOLEIL (44187_B059)
VERTS, ,ALL DES CHENES VERTS (44131_0880),ALL DES CHENES VERTS (44187_0130)
ANGLE,0,L ANGLE (44131_C906),L ANGLE (44187_B014)
CARTRON,0,LE GRAND CARTRON (44131_D196),LE GRAND CARTRON (44187_B511)
CHATELET,0,LES CHATELETS (44131_D217),LES CHATELETS (44187_B248)
CHATELIE,0,LE CHATELIER (44131_B287),LE CHATELIER (44187_B249)
CHINTRES,0,LES CHINTRES (44131_D044),LES CHINTRES (44187_B273)
CROIX,0,LA CROIX (44131_B409),LA CROIX (44187_B346)
ETANG,0,L ETANG (44131_B470),L ETANG (44187_B385)
GARE,0,LA GARE (44131_B532),LA GARE (44187_B475)
GARENNE,0,LA GARENNE (44131_B534),LA GARENNE (44187_B476)
GATINE,0,LA GATINE (44131_B543),LA GATINE (44187_B485)
GIRAUDIE,0,LA GIRAUDIERE (44131_C943),LA GIRAUDIERE (44187_B500)
JARRIE,0,LA JARRIE (44131_B747),LA JARRIE (44187_B761)
JONCS,0,LES JONCS (44131_D060),LES JONCS (44187_B770)
MENAGERI,0,LA MENAGERIE (44131_D010),LA MENAGERIE (44187_B912)
MOURAUDI,0,LA MOURAUDIERE (44131_C960),LA MOURAUDIERE (44187_B962)
NEUF,0,LE MOULIN NEUF (44131_C959),LE MOULIN NEUF (44187_B959)
NOUETTES,0,LES NOUETTES (44131_B915),LES NOUETTES (44187_B995)
POINTUE,0,L OUCHE POINTUE (44131_C135),L OUCHE POINTUE (44187_C078)
PORT,0,LE PORT (44131_C449),LE PORT (44187_C634)
QUARTERO,0,LE QUARTERON (44131_C625),LE QUARTERON (44187_C887)
RUAUD,0,LE RUAUD (44131_C686),LE RUAUD (44187_D363)
