mot_commun,ld,nom,homonymes
CHATEAU, ,RUE DU CHATEAU (44156_0089),PL DU CHATEAU (44157_0035)
HIRONDEL, ,RUE DES HIRONDELLES (44156_0143),RUE DES HIRONDELLES (44157_0053)
LANDES, ,RUE DES LANDES (44156_0149),RUE DES LANDES (44157_0055)
MARAIS, ,ALL DU MARAIS (44156_0158),RUE DU MARAIS (44157_0056)
MESANGES, ,RUE DES MESANGES (44156_0156),RUE DES MESANGES (44157_0054)
MOULIN, ,CHE DU MOULIN (44156_0166),IMP DU MOULIN (44157_0057)
NANTES, ,RTE DE NANTES (44156_0170),RUE DE NANTES (44157_0058)
AIR,0,BEL AIR (44156_B134),RUE BEL AIR (44157_0021) + BEL AIR (44157_B036)
BORDERIE,0,LA BORDERIE (44156_B240),LA BORDERIE (44157_B060)
BROSSE,0,LA BROSSE (44156_B369),LA BROSSE (44157_B101)
BROSSES,0,LES BROSSES (44156_B444),LES BROSSES (44157_B103)
COIN,0,LE PETIT COIN (44156_D975),LE PETIT COIN (44157_B719)
COUSSAIS,0,LA COUSSAIS (44156_B782),LA COUSSAIS (44157_C314)
ETOUBLES,0,LES GRANDES ETOUBLES (44156_C677),LES GRANDES ETOUBLES (44157_B429)
JAUFFRER,0,LA JAUFFRERE (44156_D124),LA JAUFFRERE (44157_C313)
LANDE,0,LA PETITE LANDE (44156_E023),LA PETITE LANDE (44157_B761)
RIVIERES,0,LES RIVIERES (44156_E610),LES RIVIERES (44157_C174)
THIBAUDI,0,LES THIBAUDIERES (44156_F168),LES THIBAUDIERES (44157_C224)
VALLEE,0,LA VALLEE (44156_E774),LA VALLEE (44157_C238)
VERGNE,0,LA VERGNE (44156_E864),LA VERGNE (44157_C248)
