mot_commun,ld,nom,homonymes
ACACIAS, ,IMP DES ACACIAS (44069_0022),RUE DES ACACIAS (44072_0005)
AIGRETTE, ,IMP DES AIGRETTES (44069_0036),RUE DES AIGRETTES (44072_0007)
AJONCS, ,IMP DES AJONCS (44069_0044),LOT DES AJONCS (44072_A008) + RUE DES AJONCS (44072_0010) + ALL DES AJONCS (44072_0009)
BLANCS, ,IMP DES PRES BLANCS (44069_1862),ALL DES PRES BLANCS (44072_0335)
BUISSONS, ,RUE DES BUISSONS (44069_0454),CHE DES BUISSONS (44072_0025)
CAMELIAS, ,ALL DES CAMELIAS (44069_0458),RUE DES CAMELIAS (44072_0024)
CHALANDI, ,RUE DE LA CHALANDIERE (44069_0524),RUE DE LA CHALANDIERE (44072_0042)
EGLISE, ,PL DE L EGLISE (44069_0780),PL DE L EGLISE (44072_0040)
EGLISE, ,RUE DE L EGLISE (44069_0800),PL DE L EGLISE (44072_0040)
FOUGERES, ,CHE DES FOUGERES (44069_0858),ALL DES FOUGERES (44072_0082)
FOUR, ,IMP DU FOUR (44069_0859),RUE DU FOUR (44072_0045)
FOUR, ,RUE DU FOUR (44069_0860),RUE DU FOUR (44072_0045)
GROIX, ,ALL DE L'ILE DE GROIX (44069_1121),RUE DE L'ILE DE GROIX (44072_0151)
ILE, ,ALL DE BELLE ILE (44069_0302),RUE DE BELLE ILE (44072_0015)
ILE, ,AV DE BELLE ILE (44069_0301),RUE DE BELLE ILE (44072_0015)
JONQUILL, ,IMP DES JONQUILLES (44069_1137),RUE DES JONQUILLES (44072_0163)
PRIEURE, ,RUE DU PRIEURE (44069_1888),PL DU PRIEURE (44072_0338) + RUE DU PRIEURE (44072_0340)
SAULNIER, ,RUE DES SAULNIERS (44069_2390),RUE DES SAULNIERS (44072_0386)
TANNERIE, ,CHE DE LA TANNERIE (44069_2440),RUE DE LA TANNERIE (44072_0394)
FRAICHES,0,LES FRAICHES (44069_B329),LES FRAICHES (44072_B093)
JALOUSIE,0,LA JALOUSIE (44069_B703),LA JALOUSIE (44072_B167)
LEGUIGNA,0,LEGUIGNAC (44069_D253),LEGUIGNAC (44072_B158)
ROBERT,0,KER ROBERT (44069_B729),KER ROBERT (44072_B208)
ROLAND,0,KER ROLAND (44069_B730),KER ROLAND (44072_B209)
SEJOUR,0,BEAU SEJOUR (44069_B019),BEAU SEJOUR (44072_B386)
VILLENEU,0,VILLENEUVE (44069_D232),VILLENEUVE (44072_B411)
