mot_commun,ld,nom,homonymes
ACACIAS, ,AV DES ACACIAS (44005_0004),ALL DES ACACIAS (44131_0027)
CHAUMES, ,ALL DES CHAUMES (44005_0024),RUE DES CHAUMES (44131_0865)
CHAUVE, ,RTE DE CHAUVE (44005_0040),RUE DE CHAUVE (44131_0868)
CHAUVE, ,RUE DE CHAUVE (44005_0041),RUE DE CHAUVE (44131_0868)
CREUX, ,IMP DU CHEMIN CREUX (44005_0061),IMP DU CHEMIN CREUX (44131_0870)
FONTAINE, ,IMP DE LA FONTAINE (44005_0085),RUE DE LA FONTAINE (44131_1355)
GARE, ,RUE DE LA GARE (44005_0105),PL DE LA GARE (44131_1500)
JOSEPH, ,CHE SAINT JOSEPH (44005_0095),SAINT JOSEPH (44131_C713) + RUE SAINT JOSEPH (44131_4325)
MEUNIER, ,IMP DU MEUNIER (44005_0106),LOT DU MEUNIER (44131_A100)
MOULIN, ,IMP DU MOULIN (44005_0099),RUE DU MOULIN (44131_3000) + DU MOULIN (44131_B878)
NANTES, ,RUE DE NANTES (44005_0111),RUE DE NANTES (44131_3100)
PORNIC, ,RUE DE PORNIC (44005_0131),RTE DE PORNIC (44131_3740)
POSTE, ,RUE DE LA POSTE (44005_0132),RUE DE LA POSTE (44131_3855)
TILLEULS, ,IMP DES TILLEULS (44005_0171),RUE DES TILLEULS (44131_4530)
VICTOIRE, ,PL SAINTE VICTOIRE (44005_0157),RUE SAINTE VICTOIRE (44131_4345)
VIGNES, ,CHE DES VIGNES (44005_0175),RES DES VIGNES (44131_A170)
ANNE,0,SAINTE ANNE (44005_B831),RUE SAINTE ANNE (44131_4340) + ESC SAINTE ANNE (44131_4337)
BELLEVUE,0,BELLEVUE (44005_B031),BELLEVUE (44131_B053)
BRANDAIS,0,LE BRANDAIS (44005_B078),LE BRANDAIS (44131_B132)
CHAUMES,0,LES CHAUMES (44005_B172),LES CHAUMES (44131_B291)
CHAUX,0,LE FOUR A CHAUX (44005_B258),LE FOUR A CHAUX (44131_B517)
CHEMINS,0,LES QUATRE CHEMINS (44005_B809),LES QUATRE CHEMINS (44131_C634)
CLOS,0,LE CLOS (44005_B188),LE CLOS (44131_B317)
CROIX,0,LA CROIX (44005_B213),LA CROIX (44131_B409)
EPERON,0,L EPERON (44005_B236),L EPERON (44131_B466)
FONTENEL,0,LES FONTENELLES (44005_B252),LES FONTENELLES (44131_B501)
NOE,0,LA NOE (44005_B487),LA NOE (44131_B892)
ROUGES,0,LES TERRES ROUGES (44005_B879),LES TERRES ROUGES (44131_C803)
VALLEES,0,LES VALLEES (44005_B899),LES VALLEES (44131_C827)
