mot_commun,ld,nom,homonymes
EGLISE, ,PL DE L EGLISE (44153_0445),PL DE L EGLISE (44193_0232)
TERTRE, ,RUE DU TERTRE (44153_0666),RUE DU TERTRE (44193_0360)
BIGNONS,0,LES BIGNONS (44153_B061),LES BIGNONS (44193_B016)
BROSSE,0,LA BROSSE (44153_B175),LA BROSSE (44193_D120)
BUTTE,0,LA BUTTE (44153_B195),LA BUTTE (44193_B035)
CHESNAIE,0,LA CHESNAIE (44153_B354),LA CHESNAIE (44193_D180)
COQUERIE,0,LA COQUERIE (44153_B533),LA COQUERIE (44193_B638)
DOUE,0,LA DOUE (44153_B593),LA DOUE (44193_B138)
FERRIERE,0,LA FERRIERE (44153_B637),LA FERRIERE (44193_B670)
LANDE,0,LA LANDE (44153_B983),LA LANDE (44193_C065)
LAURENT,0,LA CROIX LAURENT (44153_B576),LA CROIX LAURENT (44193_D250)
MOTTE,0,LA MOTTE (44153_C208),LA MOTTE (44193_B239)
NOE,0,LA NOE (44153_C231),LA NOE (44193_D550)
PERRAY,0,LE PERRAY (44153_C276),LE PERRAY (44193_D580)
