mot_commun,ld,nom,homonymes
AIR, ,RUE DE BEL AIR (44047_0255),RUE DE BEL AIR (44120_0080)
CAMELIAS, ,RUE DES CAMELIAS (44047_0454),ALL DES CAMELIAS (44120_0145)
CHOPIN, ,RUE FREDERIC CHOPIN (44047_0955),RUE FREDERIC CHOPIN (44120_0458)
ENCLOS, ,AV DE L ENCLOS (44047_0851),RUE DE L ENCLOS (44120_0420)
ENTREPRE, ,RUE DES ENTREPRENEURS (44047_0854),AV DES ENTREPRENEURS (44120_0430)
FONTAINE, ,IMP DE LA FONTAINE (44047_0918),IMP DE LA FONTAINE (44120_0450)
JAUNAIE, ,RUE DE LA JAUNAIE (44047_1231),RUE DE LA JAUNAIE (44120_0600) + IMP DE LA JAUNAIE (44120_0599)
JAURES, ,RUE JEAN JAURES (44047_1240),RUE JEAN JAURES (44120_0605)
LILAS, ,IMP DES LILAS (44047_1362),ALL DES LILAS (44120_0660)
MESANGES, ,RUE DES MESANGES (44047_1505),ALL DES MESANGES (44120_0690)
MOULIN, ,ALL DU MOULIN (44047_1568),RUE DU MOULIN (44120_0699) + CHE DU MOULIN (44120_0698)
MOULIN, ,RUE JEAN MOULIN (44047_1254),RUE JEAN MOULIN (44120_0606)
NANTES, ,RTE DE NANTES (44047_1595),RTE DE NANTES (44120_0720)
OEILLETS, ,AV DES OEILLETS (44047_1677),ALL DES OEILLETS (44120_0725)
PAIX, ,RUE DE LA PAIX (44047_1710),RUE DE LA PAIX (44120_0730) + ALL DE LA PAIX (44120_0729)
PARC, ,IMP LE PARC (44047_1741),LE PARC (44120_B410)
PERVENCH, ,IMP DES PERVENCHES (44047_1805),ALL DES PERVENCHES (44120_0732)
PRIMEVER, ,IMP DES PRIMEVERES (44047_1974),ALL DES PRIMEVERES (44120_0845)
PRIMEVER, ,RUE DES PRIMEVERES (44047_1975),ALL DES PRIMEVERES (44120_0845)
ROSES, ,AV DES ROSES (44047_2094),ALL DES ROSES (44120_0900)
SAND, ,AV GEORGE SAND (44047_1035),ALL GEORGE SAND (44120_0530)
SPORTS, ,ALL DES SPORTS (44047_2225),LOT DES SPORTS (44120_A123)
TULIPES, ,AV DES TULIPES (44047_2302),ALL DES TULIPES (44120_0928)
VERGER, ,ALL DU VERGER (44047_2315),RUE DU VERGER (44120_0936)
VERGER, ,IMP DU VERGER (44047_2316),RUE DU VERGER (44120_0936)
AIR,0,BEL AIR (44047_B024),BEL AIR (44120_B039)
BAZILLIE,0,LA BAZILLIERE (44047_B019),LA BAZILLIERE (44120_B035)
BELLEVUE,0,BELLEVUE (44047_B317),BELLEVUE (44120_B040)
BOURG,0,LE BOURG (44047_B052),LE BOURG (44120_B061)
CHEMIN,0,LE CREUX CHEMIN (44047_B090),LE CREUX CHEMIN (44120_B167)
MARTINIE,0,LA MARTINIERE (44047_B189),LA MARTINIERE (44120_B329)
PARADIS,0,LE PARADIS (44047_B226),LE PARADIS (44120_B409)
PINEAU,0,LE PINEAU (44047_B341),LE PINEAU (44120_B540)
ROCHER,0,LE ROCHER (44047_B279),LE ROCHER (44120_B682)
