mot_commun,ld,nom,homonymes
CHENES, ,RUE DES CHENES (44056_0062),ALL DES CHENES (44217_0084)
GAULLE, ,RUE CHARLES DE GAULLE (44056_0058),BD CHARLES DE GAULLE (44217_0013)
LAVOIR, ,RUE DU LAVOIR (44056_0075),RUE DU LAVOIR (44217_0172)
MARTIN, ,PL SAINT MARTIN (44056_0150),IMP SAINT MARTIN (44217_0317)
PAQUELAI, ,CHE DE LA PAQUELAIS (44056_0100),CHE DE LA PAQUELAIS (44217_0220) + RTE DE LA PAQUELAIS (44217_0200)
SPORTS, ,RUE DES SPORTS (44056_0169),ALL DES SPORTS (44217_0320)
VERNE, ,RUE JULES VERNE (44056_0071),PL JULES VERNE (44217_0029)
AIR,0,BEL AIR (44056_B057),BEL AIR (44217_B058)
BELLEVUE,0,BELLEVUE (44056_B060),BELLEVUE (44217_B061)
BILLIAIS,0,LA BILLIAIS (44056_B078),LA BILLIAIS (44217_B071)
BOURG,0,LE BOURG (44056_B295),LE BOURG (44217_B186)
BREIL,0,LE BREIL (44056_B307),LE BREIL (44217_B194)
CHAINTRE,0,LA CHAINTRE (44056_B361),LA CHAINTRE (44217_B238)
GARE,0,LA GARE (44056_C011),LA GARE (44217_C312)
JOUE,0,LA JOUE (44056_C166),LA JOUE (44217_B696)
MADELEIN,0,LA MADELEINE (44056_C233),LA MADELEINE (44217_B727)
ROND,0,LE CHENE ROND (44056_B455),LE CHENE ROND (44217_B290)
