mot_commun,ld,nom,homonymes
CLISSON, ,RTE DE CLISSON (44064_0060),RTE DE CLISSON (44117_0003)
COTEAU, ,RUE DU COTEAU (44064_0064),RUE DU COTEAU (44117_0006)
EGLISE, ,PL DE L EGLISE (44064_0080),PL DE L EGLISE (44117_0005)
SEVRE, ,RUE DE LA SEVRE (44064_0160),RUE DE LA SEVRE (44117_0052)
VIGNES, ,CHE DES VIGNES (44064_0221),RUE DES VIGNES (44117_0064)
CORMIER,0,LE CORMIER (44064_B100),LE CORMIER (44117_B074)
COULEE,0,LA COULEE (44064_B110),LA COULEE (44117_B079)
NEUVE,0,LA MAISON NEUVE (44064_B270),LA MAISON NEUVE (44117_B148)
PATIS,0,LE PATIS (44064_B316),LE PATIS (44117_B190)
ROCHE,0,LA ROCHE (44064_B503),LA ROCHE (44117_B272)
