mot_commun,ld,nom,homonymes
ACACIAS, ,RUE DES ACACIAS (44020_0040),AV DES ACACIAS (44109_0028)
ACACIAS, ,AV DES ACACIAS (44020_0020),AV DES ACACIAS (44109_0028)
ADER, ,RUE CLEMENT ADER (44020_1130),RUE CLEMENT ADER (44109_1960)
AJONCS, ,CHE DES AJONCS (44020_0080),AV DES AJONCS (44109_0066)
ALLENDE, ,RUE SALVADOR ALLENDE (44020_3085),BD SALVADOR ALLENDE (44109_7803)
APPERT, ,RUE NICOLAS APPERT (44020_2350),RUE NICOLAS APPERT (44109_0340)
ARGENT, ,CHE DU PUITS D ARGENT (44020_2863),RUE DU PUITS D ARGENT (44109_7052)
AUBEPINE, ,IMP DES AUBEPINES (44020_0115),IMP DES AUBEPINES (44109_0427)
BASTIE, ,RUE MARYSE BASTIE (44020_2100),IMP MARYSE BASTIE (44109_5455)
BASTILLE, ,RUE DE LA BASTILLE (44020_0280),RUE DE LA BASTILLE (44109_0616)
BASTILLE, ,PL DE LA BASTILLE (44020_0300),RUE DE LA BASTILLE (44109_0616)
BECKER, ,CHE JACQUES BECKER (44020_1838),RUE JACQUES BECKER (44109_4300)
BERTREUX, ,RUE EDMOND BERTREUX (44020_1438),RUE EDMOND BERTREUX (44109_2714)
BLERIOT, ,AV LOUIS BLERIOT (44020_2020),RUE LOUIS BLERIOT (44109_5068)
BLUM, ,SQ LEON BLUM (44020_1988),RUE LEON BLUM (44109_4900)
BLUM, ,RUE LEON BLUM (44020_1987),RUE LEON BLUM (44109_4900)
BOISSELE, ,IMP DE LA BOISSELEE (44020_0579),RUE DE LA BOISSELEE (44109_0925)
BOISSELE, ,PL DE LA BOISSELEE (44020_0578),RUE DE LA BOISSELEE (44109_0925)
BOTTY, ,RUE DE L ILE BOTTY (44020_1827),RUE DE L ILE BOTTY (44109_4267)
BOUCHER, ,RUE HELENE BOUCHER (44020_1800),RUE HELENE BOUCHER (44109_4100)
