mot_commun,ld,nom,homonymes
CHATAIGN, ,RUE DES CHATAIGNIERS (44044_0009),RUE DES CHATAIGNIERS (44067_0035)
EGLISE, ,PL DE L EGLISE (44044_0018),RUE DE L EGLISE (44067_0140) + PL DE L EGLISE (44067_0120)
FONTAINE, ,RUE DE LA FONTAINE (44044_0012),CHE DE LA FONTAINE (44067_0165)
LOUIS, ,IMP SAINT LOUIS (44044_0022),SAINT LOUIS (44067_C031)
MAIRIE, ,RUE DE LA MAIRIE (44044_0017),PL DE LA MAIRIE (44067_0257)
SOLEIL, ,RUE BEAU SOLEIL (44044_0024),BEAU SOLEIL (44067_B038)
BARRE,0,LA BARRE (44044_B003),LA BARRE (44067_B024)
CHENAIE,0,LA CHENAIE (44044_B054),LA CHENAIE (44067_B197)
FRETAY,0,LE FRETAY (44044_B120),LE FRETAY (44067_B452)
GARE,0,LA GARE (44044_B121),LA GARE (44067_B459)
GARENNE,0,LA GARENNE (44044_B122),LA GARENNE (44067_B461)
MARIE,0,SAINTE MARIE (44044_B269),SAINTE MARIE (44067_C035)
MARTAIS,0,LA MARTAIS (44044_B190),LA MARTAIS (44067_B708)
MORTIERS,0,LES MORTIERS (44044_B196),LES MORTIERS (44067_B723)
SAUDRAIE,0,LA SAUDRAIE (44044_B270),LA SAUDRAIE (44067_C040)
VERT,0,LE PATIS VERT (44044_B211),LE PATIS VERT (44067_B751)
VIGNAUD,0,LE VIGNAUD (44044_B279),LE VIGNAUD (44067_C085)
