mot_commun,ld,nom,homonymes
AIGRETTE, ,IMP DES AIGRETTES (44041_0008),RUE DES AIGRETTES (44150_0003)
CHARMES, ,RUE DES CHARMES (44041_0110),RUE DES CHARMES (44150_0041)
COLVERTS, ,RUE DES COLVERTS (44041_0129),RUE DES COLVERTS (44150_0035)
FIEF, ,IMP DU GRAND FIEF (44041_0241),RUE DU GRAND FIEF (44150_0071)
LAC, ,RUE DU LAC (44041_0337),RTE DU LAC (44150_0120)
LANDAISE, ,RUE DE LA LANDAISERIE (44041_0343),RTE DE LA LANDAISERIE (44150_0118)
PINIER, ,RUE DU PINIER (44041_0444),IMP DU PINIER (44150_0686) + RTE DU PINIER (44150_0206)
AIR,0,BEL AIR (44041_B057),BEL AIR (44150_B036)
ANGLE,0,L ANGLE (44041_B007),L ANGLE (44150_B003)
BOURG,0,LE BOURG (44041_B103),LE BOURG (44150_B064)
BRUYERES,0,LES BRUYERES (44041_B131),LES BRUYERES (44150_B079)
LANDES,0,PIECE DES LANDES (44041_B962),PIECE DES LANDES (44150_B417)
TOURNEBR,0,TOURNEBRIDE (44041_C332),TOURNEBRIDE (44150_B561)
VUE,0,BELLE VUE (44041_B058),BELLE VUE (44150_B039)
