mot_commun,ld,nom,homonymes
CAMELIAS, ,AV DES CAMELIAS (44143_0550),RUE DES CAMELIAS (44198_0095)
CEZANNE, ,RUE PAUL CEZANNE (44143_2839),RUE PAUL CEZANNE (44198_0286)
CHARMES, ,RUE DES CHARMES (44143_0704),RUE DES CHARMES (44198_0118)
ESPOIR, ,RUE DE L ESPOIR (44143_1215),RUE DE L ESPOIR (44198_0182)
FRENES, ,RUE DES FRENES (44143_1407),RUE DES FRENES (44198_0192)
GENETS, ,RUE DES GENETS (44143_1550),RUE DES GENETS (44198_0196)
GLYCINES, ,RUE DES GLYCINES (44143_1625),RUE DES GLYCINES (44198_0199)
ILETTE, ,RUE DE L ILETTE (44143_1800),RUE DE L ILETTE (44198_0225)
JURA, ,AV DU JURA (44143_2080),RUE DU JURA (44198_0610)
LAURIERS, ,ALL DES LAURIERS (44143_2150),RUE DES LAURIERS (44198_0230)
MAILLARD, ,RUE DE LA MAILLARDIERE (44143_2350),RUE DE LA MAILLARDIERE (44198_0235)
MARAICHE, ,CLOS DES MARAICHERS (44143_A040),RUE DES MARAICHERS (44198_0237)
MARAICHE, ,RUE DES MARAICHERS (44143_2377),RUE DES MARAICHERS (44198_0237)
MATISSE, ,ALL HENRI MATISSE (44143_1756),RUE HENRI MATISSE (44198_0221)
MEILLERA, ,RUE DE LA PETITE MEILLERAIE (44143_2282),RUE DE LA PETITE MEILLERAIE (44198_0241)
MICHEL, ,AV LOUISE MICHEL (44143_2323),RUE LOUISE MICHEL (44198_0203)
MONET, ,RUE CLAUDE MONET (44143_0936),RUE CLAUDE MONET (44198_0123)
MOULIN, ,PL DU MOULIN (44143_2620),RUE DU MOULIN (44198_0255)
PAIX, ,RUE DE LA PAIX (44143_2800),RUE DE LA PAIX (44198_0285)
PEUPLIER, ,RUE DES PEUPLIERS (44143_2975),RUE DES PEUPLIERS (44198_0290)
PROGRES, ,RUE DU PROGRES (44143_3138),RUE DU PROGRES (44198_0307)
PUITS, ,PL DU PUITS (44143_3150),IMP DU PUITS (44198_0740)
SAULES, ,RUE DES SAULES (44143_3376),AV DES SAULES (44198_0348)
TILLEULS, ,ALL DES TILLEULS (44143_3550),RUE DES TILLEULS (44198_0397)
VIOLETTE, ,ALL DES VIOLETTES (44143_3710),IMP DES VIOLETTES (44198_0455)
LANDE,0,LA PETITE LANDE (44143_B096),LA PETITE LANDE (44198_B370)
