mot_commun,ld,nom,homonymes
AVOCETTE, ,IMP DES AVOCETTES (44026_2091),RUE DES AVOCETTES (44179_0240)
CHATAIGN, ,RTE DE LA CHATAIGNERAIE (44026_2306),RUE DE LA CHATAIGNERAIE (44179_0290)
ECUREUIL, ,RUE DES ECUREUILS (44026_2548),IMP DES ECUREUILS (44179_0023)
LILAS, ,RUE DES LILAS (44026_2971),AV DES LILAS (44179_0420)
MANOIR, ,IMP DU MANOIR (44026_3018),IMP DU MANOIR (44179_0425)
MIMOSAS, ,RUE DES MIMOSAS (44026_3148),RUE DES MIMOSAS (44179_0440)
MOULIN, ,CHE DU MOULIN (44026_3180),RUE DU MOULIN (44179_0445)
MOULIN, ,RUE JEAN MOULIN (44026_2885),PL JEAN MOULIN (44179_0390)
PLESSIS, ,IMP DU PLESSIS (44026_0631),RUE DU PLESSIS (44179_0480)
PLESSIS, ,LOT DU PLESSIS (44026_A002),RUE DU PLESSIS (44179_0480)
RABINARD, ,RTE DE RABINARD (44026_3415),RTE DE RABINARD (44179_0050)
RUISSEAU, ,CHE DU RUISSEAU (44026_3489),IMP DU RUISSEAU (44179_0085)
RUISSEAU, ,IMP DU RUISSEAU (44026_3488),IMP DU RUISSEAU (44179_0085)
CHESNAIE,0,LA CHESNAIE (44026_B218),LA CHESNAIE (44179_B069)
GARE,0,LA GARE (44026_B383),LA GARE (44179_B118)
LANDREAU,0,LE LANDREAU (44026_B585),LE LANDREAU (44179_B230)
PATUREAU,0,LES PATUREAUX (44026_B761),LES PATUREAUX (44179_B283)
RIVIERE,0,LA RIVIERE (44026_C425),LA RIVIERE (44179_B402)
VERGER,0,LE VERGER (44026_C535),LE VERGER (44179_B424)
