mot_commun,ld,nom,homonymes
BART, ,ALL JEAN BART (44125_0666),AV JEAN BART (44211_0453) + IMP JEAN BART (44211_0075)
BRANDU, ,RTE DE BRANDU (44125_0038),CHE DE BRANDU (44211_0160)
CALVAIRE, ,RUE DU CALVAIRE (44125_0080),RUE DU CALVAIRE (44211_0180)
CHAPELLE, ,RUE DE LA CHAPELLE (44125_0133),RUE DE LA CHAPELLE (44211_0193)
CORMORAN, ,RUE DES CORMORANS (44125_0183),ALL DES CORMORANS (44211_0230)
DAUDET, ,RUE ALPHONSE DAUDET (44125_0005),RUE ALPHONSE DAUDET (44211_0259)
EGLISE, ,PL DE L EGLISE (44125_0260),RUE DE L EGLISE (44211_0277) + PL DE L EGLISE (44211_0279)
FALAISE, ,AV DE LA FALAISE (44125_0276),RUE DE LA FALAISE (44211_0280)
FONTAINE, ,RUE DE LA FONTAINE (44125_0297),RUE DE LA FONTAINE (44211_0300)
FOUR, ,RUE DU FOUR (44125_0322),RUE DU FOUR (44211_0360)
GARENNE, ,CHE DE LA GARENNE (44125_0329),IMP DE LA GARENNE (44211_0397) + CHE DE LA GARENNE (44211_0403)
GOELANDS, ,RUE DES GOELANDS (44125_0335),RUE DES GOELANDS (44211_0411)
MAIRIE, ,RUE DE LA MAIRIE (44125_0452),RUE DE LA MAIRIE (44211_0480)
MOUETTES, ,RLE DES MOUETTES (44125_0474),ALL DES MOUETTES (44211_0545)
OCEAN, ,AV DE L OCEAN (44125_0480),AV DE L OCEAN (44211_0630)
PECHEURS, ,RUE DES PECHEURS (44125_0495),RUE DES PECHEURS (44211_0740)
PETRELS, ,ALL DES PETRELS (44125_0503),IMP DES PETRELS (44211_0790)
PINS, ,ALL DES PINS (44125_0551),RUE DES PINS (44211_0805)
PORT, ,RUE DU PORT (44125_0520),RUE DU PORT (44211_0830)
STERNES, ,ALL DES STERNES (44125_0581),ALL DES STERNES (44211_1109)
ZOLA, ,RUE EMILE ZOLA (44125_0268),ALL EMILE ZOLA (44211_1200)
BOURG,0,LE BOURG (44125_B004),LE BOURG (44211_B008)
