mot_commun,ld,nom,homonymes
11, ,D 11 (44018_0400),D 11 (44171_0002)
751, ,D 751 (44018_0403),D 751 (44171_0003)
751A, ,D 751A (44018_0404),D 751A (44171_0004)
ACACIAS, ,RUE DES ACACIAS (44018_0005),IMP DES ACACIAS (44171_0018)
COLVERTS, ,IMP DES COLVERTS (44018_0027),RUE DES COLVERTS (44171_0052)
MOULIN, ,AV DU MOULIN (44018_0100),RUE DU MOULIN (44171_0080)
MOULIN, ,IMP DU MOULIN (44018_0350),RUE DU MOULIN (44171_0080)
NANTES, ,RTE DE NANTES (44018_0123),RUE DE NANTES (44171_0081)
NANTES, ,RUE DE NANTES (44018_0103),RUE DE NANTES (44171_0081)
PORNIC, ,RUE DE PORNIC (44018_0165),RUE DE PORNIC (44171_0090)
RIVE, ,CHE DE LA RIVE (44018_0180),RUE DE LA RIVE (44171_0100)
SAULES, ,ALL DES SAULES (44018_0197),RUE DES SAULES (44171_0111)
OLIVE,0,LE BOIS OLIVE (44018_B015),LE BOIS OLIVE (44171_B280)
VERGER,0,LE VERGER (44018_B192),LE VERGER (44171_B252)
