mot_commun,ld,nom,homonymes
EGLISE, ,PL DE L EGLISE (44146_0090),PL DE L EGLISE (44148_0030)
BOURGNEU,0,LE BOURGNEUF (44146_B192),LE BOURGNEUF (44148_B056)
BRULEES,0,LES LANDES BRULEES (44146_C400),LES LANDES BRULEES (44148_B773)
FRAUDIER,0,LA FRAUDIERE (44146_B895),LA FRAUDIERE (44148_B456)
GERAUDAI,0,LA GERAUDAIS (44146_B930),LA GERAUDAIS (44148_B536)
GUERINAI,0,LA GUERINAIS (44146_D407),LA GUERINAIS (44148_C365)
LANDE,0,LA GRANDE LANDE (44146_C035),LA GRANDE LANDE (44148_B545)
MARTINAI,0,LA MARTINAIS (44146_C490),LA MARTINAIS (44148_B849)
MINIERE,0,LA MINIERE (44146_C515),LA MINIERE (44148_B864)
MOTTE,0,LA MOTTE (44146_C528),LA MOTTE (44148_B880)
NEUVE,0,LA MAISON NEUVE (44146_C474),LA MAISON NEUVE (44148_B841)
NOE,0,LA NOE (44146_C543),LA NOE (44148_B889)
ORGERIE,0,L ORGERIE (44146_C564),L ORGERIE (44148_B903)
ROCHER,0,LE ROCHER (44146_D243),LE ROCHER (44148_C292)
TOUCHE,0,LA TOUCHE (44146_D322),LA TOUCHE (44148_C367)
VERGER,0,LE VERGER (44146_D356),LE VERGER (44148_C344)
VERT,0,LE BOIS VERT (44146_B167),LE BOIS VERT (44148_B047)
