mot_commun,ld,nom,homonymes
EGLISE, ,PL DE L EGLISE (44082_0005),PL DE L EGLISE (44107_0040)
FRENES, ,RUE DES FRENES (44082_0017),RUE DES FRENES (44107_0047)
LILAS, ,RUE DES LILAS (44082_0010),RUE DES LILAS (44107_0051)
MOULIN, ,IMP DU MOULIN (44082_0173),RUE DU MOULIN (44107_0077)
SEL, ,RUE DE LA FLEUR DE SEL (44082_0111),RUE DE LA FLEUR DE SEL (44107_0042)
STADE, ,RUE DU STADE (44082_0055),RUE DU STADE (44107_0064)
BELLEVUE,0,BELLEVUE (44082_B034),BELLEVUE (44107_B958)
GAGNERIE,0,LA GAGNERIE (44082_B174),LA GAGNERIE (44107_B251)
JAUNAIS,0,LES JAUNAIS (44082_B234),LES JAUNAIS (44107_B375)
LANDES,0,LES LANDES (44082_B244),LES LANDES (44107_B388)
MORTIER,0,LE MORTIER (44082_B273),LE MORTIER (44107_B417)
PERRIERE,0,LA PERRIERE (44082_B308),LA PERRIERE (44107_B460)
ROCHER,0,LE PETIT ROCHER (44082_B316),LE PETIT ROCHER (44107_B480)
VARENNE,0,LA VARENNE (44082_B456),LA VARENNE (44107_B871)
