mot_commun,ld,nom,homonymes
CALVAIRE, ,RUE DU CALVAIRE (44038_0014),PL DU CALVAIRE (44192_0039)
EGLISE, ,PL DE L EGLISE (44038_0020),PL DE L EGLISE (44192_0080)
FROSSAY, ,RUE DE FROSSAY (44038_0027),RTE DE FROSSAY (44192_0114)
GARE, ,RUE DE LA GARE (44038_0030),RUE DE LA GARE (44192_0130)
BOURG,0,LE BOURG (44038_B082),LE BOURG (44192_B064)
FOSSE,0,LA FOSSE (44038_B294),LA FOSSE (44192_B212)
GARENNE,0,LA GARENNE (44038_B310),LA GARENNE (44192_B229)
MARE,0,LA MARE (44038_B565),LA MARE (44192_B433)
MOTTE,0,LA MOTTE (44038_B594),LA MOTTE (44192_B468)
PINIER,0,LE PINIER (44038_C056),LE PINIER (44192_B747)
POTERIE,0,LA POTERIE (44038_C073),LA POTERIE (44192_B766)
ROCHER,0,LE ROCHER (44038_C283),LE ROCHER (44192_C007)
