mot_commun,ld,nom,homonymes
CORSEPT, ,RTE DE CORSEPT (44187_0135),RTE DE CORSEPT (44192_0038)
EGLISE, ,PL DE L EGLISE (44187_0160),PL DE L EGLISE (44192_0080)
FROSSAY, ,RTE DE FROSSAY (44187_0190),RTE DE FROSSAY (44192_0114)
GARE, ,RUE DE LA GARE (44187_0200),RUE DE LA GARE (44192_0130)
MAIRIE, ,PL DE LA MAIRIE (44187_0280),PL DE LA MAIRIE (44192_0250)
PAIMBOEU, ,RUE DE PAIMBOEUF (44187_0380),RTE DE PAIMBOEUF (44192_0310)
BIGNON,0,LE BIGNON (44187_B078),LE BIGNON (44192_B033)
CHENAIE,0,LA CHENAIE (44187_B259),LA CHENAIE (44192_B121)
CORBINAI,0,LA CORBINAIS (44187_B313),LA CORBINAIS (44192_B158)
ETANG,0,L ETANG (44187_B385),L ETANG (44192_B193)
FORGES,0,LES FORGES (44187_B420),LES FORGES (44192_B209)
GARE,0,LA GARE (44187_B475),LA GARE (44192_B228)
GARENNE,0,LA GARENNE (44187_B476),LA GARENNE (44192_B229)
GRAVELLE,0,LA GRAVELLE (44187_B627),LA GRAVELLE (44192_C160)
JARDINET,0,LE JARDINET (44187_B750),LE JARDINET (44192_B397)
JARRIE,0,LA JARRIE (44187_B761),LA JARRIE (44192_B398)
NICOLIER,0,LA NICOLIERE (44187_B972),LA NICOLIERE (44192_B480)
NOUVEAUT,0,LA NOUVEAUTE (44187_B998),LA NOUVEAUTE (44192_B495)
PICHONNA,0,LA PICHONNAIS (44187_C309),LA PICHONNAIS (44192_B606)
PIECE,0,LA PIECE (44187_C311),LA PIECE (44192_B607)
POIRIER,0,LE POIRIER (44187_C616),LE POIRIER (44192_B755)
RUAUD,0,LE RUAUD (44187_D363),LE RUAUD (44192_C019)
VIREE,0,LA VIREE (44187_D278),LA VIREE (44192_C145)
