mot_commun,ld,nom,homonymes
AUBEPINE, ,IMP DES AUBEPINES (44012_0057),RUE DES AUBEPINES (44106_0046)
BELLEVUE, ,AV BELLEVUE (44012_0160),BELLEVUE (44106_B011)
BELLEVUE, ,PL BELLEVUE (44012_0161),BELLEVUE (44106_B011)
BREL, ,RUE JACQUES BREL (44012_0258),RUE JACQUES BREL (44106_0093)
CADOU, ,RUE RENE GUY CADOU (44012_1520),RUE RENE GUY CADOU (44106_0389) + SQ RENE GUY CADOU (44106_0391)
CHENES, ,RUE DES CHENES (44012_0371),IMP DES CHENES (44106_0114)
DEBARQUE, ,AV DES PLANTES DEBARQUEES (44012_1330),RUE DES PLANTES DEBARQUEES (44106_0335)
FORT, ,RUE PAUL FORT (44012_1261),RUE PAUL FORT (44106_0334)
GARE, ,PAS DE LA GARE (44012_0600),RUE DE LA GARE (44106_0247)
MER, ,RUE DE LA MER (44012_0920),AV DE LA MER (44106_0320)
MOUNES, ,IMP JEAN MOUNES (44012_0785),QUAI JEAN MOUNES (44106_0386)
OCEAN, ,RUE DE L OCEAN (44012_1180),BD DE L OCEAN (44106_0328)
SOURCE, ,IMP DE LA SOURCE (44012_1641),RUE DE LA SOURCE (44106_0440)
SOURCE, ,RUE DE LA SOURCE (44012_1640),RUE DE LA SOURCE (44106_0440)
THERESE, ,AV SAINTE THERESE (44012_1580),RUE SAINTE THERESE (44106_0420)
