mot_commun,ld,nom,homonymes
AUBEPINE, ,CHEM DES AUBEPINES (44015_0019),ALL DES AUBEPINES (44073_0033)
BRETAGNE, ,PROM ANNE DE BRETAGNE (44015_0016),RUE ANNE DE BRETAGNE (44073_0026)
EIFFEL, ,RUE GUSTAVE EIFFEL (44015_1151),AV GUSTAVE EIFFEL (44073_0113)
FORET, ,RUE DE LA FORET (44015_0300),RUE DE LA FORET (44073_0086)
ISAC, ,RTE DE L ISAC (44015_0353),RUE DE L ISAC (44073_0125)
LANDES, ,CHE DES LANDES (44015_0388),RUE DES LANDES (44073_0123)
LUMIERE, ,RUE DES FRERES LUMIERE (44015_0308),AV DES FRERES LUMIERE (44073_0094) + IMP DES FRERES LUMIERE (44073_0093)
NANTES, ,RTE DE NANTES (44015_0420),RTE DE NANTES (44073_0140)
OCEAN, ,RTE DE L OCEAN (44015_0495),RUE DE L OCEAN (44073_0165)
PAPIN, ,RUE DENIS PAPIN (44015_0235),AV DENIS PAPIN (44073_0065)
POMMIERS, ,PL DES POMMIERS (44015_0546),RUE DES POMMIERS (44073_0179)
REPUBLIQ, ,AV DE LA REPUBLIQUE (44015_0680),RUE DE LA REPUBLIQUE (44073_0210)
STADE, ,RUE DU STADE (44015_0809),RUE DU STADE (44073_0257)
TILLEULS, ,ALL DES TILLEULS (44015_0830),RUE DES TILLEULS (44073_0265)
BELLEVUE,0,BELLEVUE (44015_B037),BELLEVUE (44073_B096)
BOIS,0,LE GRAND BOIS (44015_B357),LE GRAND BOIS (44073_B752)
BOSSE,0,LA BOSSE (44015_B063),LA BOSSE (44073_B202)
BOSSIN,0,LE BOSSIN (44015_B068),LE BOSSIN (44073_B209)
BOURG,0,LE BOURG (44015_B078),LE BOURG (44073_B221)
BROSSAIS,0,LE BROSSAIS (44015_B089),LE BROSSAIS (44073_B248)
CHATEAU,0,LE CHATEAU (44015_B142),LE CHATEAU (44073_B344)
CHAUSSEE,0,LA CHAUSSEE (44015_B146),LA CHAUSSEE (44073_B350)
CHICANE,0,LA CHICANE (44015_B153),LA CHICANE (44073_B377)
DESERTS,0,LES DESERTS (44015_B234),LES DESERTS (44073_B570)
DOUX,0,LE DOUX (44015_B238),LE DOUX (44073_B586)
FLEURY,0,LE CHAMP FLEURY (44015_B121),LE CHAMP FLEURY (44073_B319)
GARENNE,0,LA GARENNE (44015_B343),LA GARENNE (44073_B724)
GRISONS,0,LES GRISONS (44015_B392),LES GRISONS (44073_B850)
HOUSSAIS,0,LA HOUSSAIS (44015_B436),LA HOUSSAIS (44073_B909)
LANDE,0,LA PETITE LANDE (44015_B601),LA PETITE LANDE (44073_C257)
MADELEIN,0,LA MADELEINE (44015_B501),LA MADELEINE (44073_C025)
MORTIERS,0,LES MORTIERS (44015_B537),LES MORTIERS (44073_C086)
MOTTE,0,LA MOTTE (44015_B541),LA MOTTE (44073_C092)
NOE,0,LA GRANDE NOE (44015_B369),LA GRANDE NOE (44073_B794)
NOE,0,LA NOE (44015_B554),LA NOE (44073_C107)
PAVE,0,LE PAVE (44015_B581),LE PAVE (44073_C173)
PERRIERE,0,LA PERRIERE (44015_B589),LA PERRIERE (44073_C187)
PIECE,0,LA GRANDE PIECE (44015_B370),LA GRANDE PIECE (44073_B795)
PIECES,0,LES PIECES (44015_B629),LES PIECES (44073_C470)
PRE,0,LE GRAND PRE (44015_B364),LE GRAND PRE (44073_B772)
PRISES,0,LES PRISES (44015_B740),LES PRISES (44073_C911)
RELANDIE,0,LA RELANDIERE (44015_B758),LA RELANDIERE (44073_C930)
ROUSSIER,0,LA ROUSSIERE (44015_B788),LA ROUSSIERE (44073_C961)
VALLEE,0,LA VALLEE (44015_B843),LA VALLEE (44073_D103)
VERT,0,LE CHENE VERT (44015_B151),LE CHENE VERT (44073_B365)
