mot_commun,ld,nom,homonymes
ACACIAS, ,PL DES ACACIAS (44143_0008),AV DES ACACIAS (44215_0010)
AJONCS, ,RUE DES AJONCS (44143_0050),AV DES AJONCS (44215_0019) + IMP DES AJONCS (44215_0020)
ANJOU, ,AV D ANJOU (44143_0155),RUE D ANJOU (44215_0053)
APPERT, ,RUE NICOLAS APPERT (44143_2697),RUE NICOLAS APPERT (44215_1251)
BARBARA, ,RUE BARBARA (44143_0242),RUE BARBARA (44215_0108)
BAUCHES, ,CHE DES BAUCHES (44143_0313),RUE DES BAUCHES (44215_0141) + IMP DES BAUCHES (44215_0142)
BEAUVOIR, ,RUE SIMONE DE BEAUVOIR (44143_3421),ALL SIMONE DE BEAUVOIR (44215_2055)
BERNARDI, ,CHE DE LA BERNARDIERE (44143_0364),RUE DE LA BERNARDIERE (44215_0211)
BERNARDI, ,RUE DE LA BERNARDIERE (44143_0365),RUE DE LA BERNARDIERE (44215_0211)
BERNHARD, ,CRS SARAH BERNHARDT (44143_3379),RUE SARAH BERNHARDT (44215_2047)
BOIS, ,CHE DU PETIT BOIS (44143_2940),RUE DU PETIT BOIS (44215_1402)
BRETAGNE, ,AV DE BRETAGNE (44143_0480),RUE DE BRETAGNE (44215_0315)
BRIAND, ,PAS ARISTIDE BRIAND (44143_0161),RUE ARISTIDE BRIAND (44215_0060) + IMP ARISTIDE BRIAND (44215_0058)
BRIAND, ,RUE ARISTIDE BRIAND (44143_0160),RUE ARISTIDE BRIAND (44215_0060) + IMP ARISTIDE BRIAND (44215_0058)
BROSSE, ,CHE DE LA BROSSE (44143_0511),AV DE LA BROSSE (44215_0350)
BROSSE, ,RUE DE LA BROSSE (44143_0510),AV DE LA BROSSE (44215_0350)
BRUYERES, ,RUE DES BRUYERES (44143_0523),RUE DES BRUYERES (44215_0351)
BUISSONS, ,RUE DES BUISSONS (44143_0526),AV DES BUISSONS (44215_0365)
CAMELIAS, ,AV DES CAMELIAS (44143_0550),RUE DES CAMELIAS (44215_0397)
CASSIN, ,RUE RENE CASSIN (44143_3237),ESP RENE CASSIN (44215_1552)
CHARMILL, ,RUE DES CHARMILLES (44143_0705),ALL DES CHARMILLES (44215_0431)
CHATAIGN, ,RUE DE LA CHATAIGNERAIE (44143_0714),RUE DE LA CHATAIGNERAIE (44215_0425)
CHESNAIE, ,IMP DE LA CHESNAIE (44143_0859),RUE DE LA CHESNAIE (44215_0471)
