mot_commun,ld,nom,homonymes
BELLEVUE, ,RUE DE BELLEVUE (44194_0261),IMP DE BELLEVUE (44217_0019)
BOIS, ,RUE DU PETIT BOIS (44194_3130),RUE DU PETIT BOIS (44217_0223)
BOSQUET, ,RUE DU BOSQUET (44194_0315),ALL DU BOSQUET (44217_0016)
BOULEAUX, ,RUE DES BOULEAUX (44194_0763),IMP DES BOULEAUX (44217_0026)
BRETONNI, ,CHE DE LA BRETONNIERE (44194_0722),LOT DE LA BRETONNIERE (44217_A012)
BRETONNI, ,IMP DE LA BRETONNIERE (44194_0723),LOT DE LA BRETONNIERE (44217_A012)
BRETONNI, ,LOT DE LA BRETONNIERE (44194_A020),LOT DE LA BRETONNIERE (44217_A012)
BRETONNI, ,RUE DE LA BRETONNIERE (44194_0721),LOT DE LA BRETONNIERE (44217_A012)
CEDRES, ,RUE DES CEDRES (44194_1015),ALL DES CEDRES (44217_0071)
CHENES, ,ALL DES CHENES (44194_1095),ALL DES CHENES (44217_0084)
ECUREUIL, ,RUE DES ECUREUILS (44194_1599),RUE DES ECUREUILS (44217_0093) + ALL DES ECUREUILS (44217_0092)
EGLISE, ,PL DE L EGLISE (44194_1630),PL DE L EGLISE (44217_0328)
EGLISE, ,RUE DE L EGLISE (44194_1631),PL DE L EGLISE (44217_0328)
FERME, ,RUE DE LA FERME (44194_1670),IMP DE LA FERME (44217_0096)
GARENNE, ,RUE DE LA GARENNE (44194_1960),RUE DE LA GARENNE (44217_0338)
HORTENSI, ,RUE DES HORTENSIAS (44194_2390),IMP DES HORTENSIAS (44217_0356)
LANDE, ,RUE DE LA LANDE (44194_2432),IMP DE LA LANDE (44217_0196)
LILAS, ,ALL DES LILAS (44194_2517),RUE DES LILAS (44217_0175)
NOISETIE, ,RUE DES NOISETIERS (44194_2785),ALL DES NOISETIERS (44217_0192)
PARC, ,RUE DU PARC (44194_2855),ALL DU PARC (44217_0245)
PRIMEVER, ,RUE DES PRIMEVERES (44194_4085),RUE DES PRIMEVERES (44217_0243)
ROCHE, ,RUE DE LA ROCHE (44194_4194),RUE DE LA ROCHE (44217_0275)
SOURCE, ,RUE DE LA SOURCE (44194_4280),IMP DE LA SOURCE (44217_0319)
VALLEE, ,RUE DE LA VALLEE (44194_4690),IMP DE LA VALLEE (44217_0370)
VERNE, ,ALL JULES VERNE (44194_2422),PL JULES VERNE (44217_0029)
VERNE, ,SQ JULES VERNE (44194_2421),PL JULES VERNE (44217_0029)
BREIL,0,LE BREIL (44194_B039),LE BREIL (44217_B194)
GREE,0,LA GREE (44194_B097),LA GREE (44217_B624)
NEUVE,0,LA MAISON NEUVE (44194_B116),LA MAISON NEUVE (44217_B729)
PRIMAUDI,0,LA PRIMAUDIERE (44194_B186),LA PRIMAUDIERE (44217_C182)
ROULIERE,0,LA ROULIERE (44194_B190),LA ROULIERE (44217_C236)
TERTREAU,0,LES TERTREAUX (44194_B198),LES TERTREAUX (44217_C278)
