mot_commun,ld,nom,homonymes
ACACIAS, ,RUE DES ACACIAS (44072_0005),RUE DES ACACIAS (44175_0012)
AJONCS, ,ALL DES AJONCS (44072_0009),RUE DES AJONCS (44175_0020)
AJONCS, ,LOT DES AJONCS (44072_A008),RUE DES AJONCS (44175_0020)
AJONCS, ,RUE DES AJONCS (44072_0010),RUE DES AJONCS (44175_0020)
BRETAGNE, ,CAR DE BRETAGNE (44072_0016),RUE DE BRETAGNE (44175_0080)
BRETAGNE, ,RUE DE BRETAGNE (44072_0017),RUE DE BRETAGNE (44175_0080)
EGLISE, ,PL DE L EGLISE (44072_0040),PL DE L EGLISE (44175_0180)
ETANG, ,HAM DE L ETANG (44072_A010),RUE DE L ETANG (44175_0200)
FONTAINE, ,RUE DE LA BONNE FONTAINE (44072_0019),RUE DE LA BONNE FONTAINE (44175_0060)
GENETS, ,ALL DES GENETS (44072_0091),ALL DES GENETS (44175_0260)
JONQUILL, ,RUE DES JONQUILLES (44072_0163),RUE DES JONQUILLES (44175_0300)
BOURG,0,LE BOURG (44072_B019),LE BOURG (44175_B006)
