mot_commun,ld,nom,homonymes
ATELIERS,0,LES ATELIERS (44011_B014),LES ATELIERS (44093_B012)
BLANC,0,LE CHAILLOT BLANC (44011_C396),LE CHAILLOT BLANC (44093_B097)
BOURG,0,LE BOURG (44011_B077),LE BOURG (44093_B077)
BREIL,0,LE BREIL (44011_B082),LE BREIL (44093_B082)
CHENAIE,0,LA CHENAIE (44011_B447),LA CHENAIE (44093_B370)
CLOS,0,LE GRAND CLOS (44011_B587),LE GRAND CLOS (44093_B507)
DUREAUX,0,LES DUREAUX (44011_B522),LES DUREAUX (44093_B444)
LANDE,0,LA HAUTE LANDE (44011_B675),LA HAUTE LANDE (44093_B593)
LAUNAY,0,LAUNAY (44011_B753),LAUNAY (44093_B701)
LAURIERS,0,LES LAURIERS (44011_B754),LES LAURIERS (44093_B702)
LOGES,0,LES LOGES (44011_B758),LES LOGES (44093_B706)
LONG,0,LE CHAMP LONG (44011_B409),LE CHAMP LONG (44093_B334)
MARE,0,LA MARE (44011_B768),LA MARE (44093_B717)
NEUVE,0,LA MAISON NEUVE (44011_B765),LA MAISON NEUVE (44093_B714)
NOUE,0,LA NOUE (44011_B817),LA NOUE (44093_B761)
NOUETTE,0,LA NOUETTE (44011_B829),LA NOUETTE (44093_B766)
PAS,0,LE PAS (44011_B857),LE PAS (44093_B783)
PLANCHE,0,LA PLANCHE (44011_C070),LA PLANCHE (44093_C078)
PLESSIS,0,LE PLESSIS (44011_C076),LE PLESSIS (44093_C082)
PORTE,0,LA PORTE (44011_C082),LA PORTE (44093_C091)
SOLEIL,0,BEAU SOLEIL (44011_B052),IMP BEAU SOLEIL (44093_0015)
VERGER,0,LE VERGER (44011_C358),LE VERGER (44093_C352)
