mot_commun,ld,nom,homonymes
BERNERIE, ,RTE DE LA BERNERIE (44106_0060),RUE DE LA BERNERIE (44131_0260) + RTE DE LA BERNERIE (44131_0240)
BREL, ,RUE JACQUES BREL (44106_0093),RUE JACQUES BREL (44131_1813)
CADOU, ,RUE RENE GUY CADOU (44106_0389),RUE RENE GUY CADOU (44131_4035)
CADOU, ,SQ RENE GUY CADOU (44106_0391),RUE RENE GUY CADOU (44131_4035)
DUNES, ,IMP DES DUNES (44106_0169),IMP DES DUNES (44131_1230)
FONTAINE, ,RTE DE LA FONTAINE (44106_0231),RUE DE LA FONTAINE (44131_1355)
GARE, ,RUE DE LA GARE (44106_0247),PL DE LA GARE (44131_1500)
JARDINS, ,CHE DES JARDINS (44106_0280),RUE DES JARDINS (44131_1840)
JARDINS, ,IMP DES JARDINS (44106_0278),RUE DES JARDINS (44131_1840)
LUCIOLES, ,RUE DES LUCIOLES (44106_0293),AV DES LUCIOLES (44131_2371)
MANOIR, ,RUE DU MANOIR (44106_0307),AV DU MANOIR (44131_2600)
MER, ,AV DE LA MER (44106_0320),AV DE LA MER (44131_2760)
OCEAN, ,BD DE L OCEAN (44106_0328),RUE DE L OCEAN (44131_3300)
PERRIERE, ,CHE DES PERRIERES (44106_0338),RUE DES PERRIERES (44131_3500)
PERRIERE, ,RUE DES PERRIERES (44106_0341),RUE DES PERRIERES (44131_3500)
SABLES, ,RUE DES SABLES (44106_0407),RUE DES SABLES (44131_4280)
VIGNES, ,CHE DES VIGNES (44106_0515),RES DES VIGNES (44131_A170)
VIGNES, ,LOT DES VIGNES (44106_A121),RES DES VIGNES (44131_A170)
BELLEVUE,0,BELLEVUE (44106_B011),BELLEVUE (44131_B053)
CLOS,0,LE CLOS (44106_B108),LE CLOS (44131_B317)
CROIX,0,VIGNE DE LA CROIX (44106_B525),VIGNE DE LA CROIX (44131_C848)
FRADOUIL,0,LA FRADOUILLERE (44106_B146),LA FRADOUILLERE (44131_B519)
LONG,0,LE PRE LONG (44106_B462),LE PRE LONG (44131_C560)
QUARTRAI,0,LA QUARTRAIS (44106_B478),LA QUARTRAIS (44131_C629)
RAIRIE,0,LA RAIRIE (44106_B480),LA RAIRIE (44131_D174)
