mot_commun,ld,nom,homonymes
AUBEPINE, ,CHEM DES AUBEPINES (44083_0733),RUE DES AUBEPINES (44188_0019)
CHENES, ,RUE DES CHENES (44083_0763),RUE DES CHENES (44188_0515) + CHE DES CHENES (44188_0084)
COMBATTA, ,PL DES ANCIENS COMBATTANTS (44083_0840),RUE DES ANCIENS COMBATTANTS (44188_0313)
COURTILS, ,RUE DES COURTILS (44083_0767),RUE DES COURTILS (44188_0105)
DORIE, ,RUE DE LA DORIE (44083_0862),RTE DE LA DORIE (44188_0115)
FONTAINE, ,RUE DE BONNE FONTAINE (44083_0753),RUE DE BONNE FONTAINE (44188_0060)
GENETS, ,RUE DES GENETS (44083_0893),RTE DES GENETS (44188_0174)
HORTENSI, ,RUE DES HORTENSIAS (44083_0901),CHE DES HORTENSIAS (44188_0209)
JARDINS, ,RUE DES GRANDS JARDINS (44083_0895),CHE DES GRANDS JARDINS (44188_0190)
MARRONNI, ,RUE DES MARRONNIERS (44083_0904),PL DES MARRONNIERS (44188_0269)
PATUREAU, ,PL DU PATUREAU (44083_0918),IMP DU PATUREAU (44188_0322)
SAULES, ,RUE DES SAULES (44083_0934),RUE DES SAULES (44188_0441)
VIGNES, ,RUE DES VIGNES (44083_0999),IMP DES VIGNES (44188_0504)
AVENEAU,0,L AVENEAU (44083_C448),L AVENEAU (44188_B038)
BOISSELE,0,LA BOISSELEE (44083_B052),LA BOISSELEE (44188_B158)
BROSSES,0,LES BROSSES (44083_B091),LES BROSSES (44188_B212)
CHAFFAUD,0,LES CHAFFAUDS (44083_B116),LES CHAFFAUDS (44188_B261)
CORMIERS,0,LES CORMIERS (44083_B203),LES CORMIERS (44188_B391)
CROIX,0,LA CROIX (44083_B217),LA CROIX (44188_B429)
MAUPAS,0,LE MAUPAS (44083_B672),LE MAUPAS (44188_C160)
NEUVE,0,LA MAISON NEUVE (44083_B647),LA MAISON NEUVE (44188_C115)
POIRIER,0,LE POIRIER (44083_C095),LE POIRIER (44188_D092)
SAUSAIE,0,LA SAUSAIE (44083_C324),LA SAUSAIE (44188_D498)
SIMAILLE,0,LA SIMAILLE (44083_C468),LA SIMAILLE (44188_D503)
TREMBLAI,0,LA TREMBLAIS (44083_C364),LA TREMBLAIS (44188_D570)
