mot_commun,ld,nom,homonymes
ALSACE, ,RUE D ALSACE (44071_0003),IMP D ALSACE (44215_0036)
ANJOU, ,IMP D ANJOU (44071_0006),RUE D ANJOU (44215_0053)
BIGNON, ,RUE DU BIGNON (44071_0016),RTE DU BIGNON (44215_0219)
BOCAGE, ,RUE DU BOCAGE (44071_0019),IMP DU BOCAGE (44215_0255)
BOIS, ,IMP DU BOIS (44071_0308),IMP DU BOIS (44215_0257)
BOIS, ,RUE DU BOIS (44071_0307),IMP DU BOIS (44215_0257)
BOURRELI, ,IMP DE LA BOURRELIERE (44071_0313),IMP DE LA BOURRELIERE (44215_0306)
BOURRELI, ,RUE DE LA BOURRELIERE (44071_0312),IMP DE LA BOURRELIERE (44215_0306)
BRETAGNE, ,AV DE BRETAGNE (44071_0025),RUE DE BRETAGNE (44215_0315)
BRETAGNE, ,RUE DE BRETAGNE (44071_0026),RUE DE BRETAGNE (44215_0315)
BROSSE, ,RUE DE LA BROSSE (44071_0028),AV DE LA BROSSE (44215_0350)
CEDRES, ,IMP DES CEDRES (44071_0037),RUE DES CEDRES (44215_0413)
CHATAIGN, ,RUE DE LA CHATAIGNERAIE (44071_0060),RUE DE LA CHATAIGNERAIE (44215_0425)
CHOPIN, ,IMP FREDERIC CHOPIN (44071_0076),RUE FREDERIC CHOPIN (44215_0539)
CHOPIN, ,RUE FREDERIC CHOPIN (44071_0075),RUE FREDERIC CHOPIN (44215_0539)
CLAIRIER, ,RUE DE LA CLAIRIERE (44071_0078),IMP DE LA CLAIRIERE (44215_0529)
CLISSON, ,RTE DE CLISSON (44071_0080),RTE DE CLISSON (44215_0540)
DEBUSSY, ,IMP CLAUDE DEBUSSY (44071_0029),ALL CLAUDE DEBUSSY (44215_0538)
ECOLES, ,RUE DES ECOLES (44071_0089),RUE DES ECOLES (44215_0640)
GARENNE, ,RUE DE LA GARENNE (44071_0148),ALL DE LA GARENNE (44215_0775) + RUE DE LA GARENNE (44215_0774)
GENETS, ,IMP DES GENETS (44071_0147),AV DES GENETS (44215_0800)
INDUSTRI, ,ZI ZONE INDUSTRIELLE (44071_A063),ZI ZONE INDUSTRIELLE (44215_A080)
LANDES, ,CHE DES LANDES (44071_0350),RUE DES LANDES (44215_1070)
LILAS, ,IMP DES LILAS (44071_0152),IMP DES LILAS (44215_1114)
LOUEE, ,RTE DE LA LOUEE (44071_0332),RTE DE LA LOUEE (44215_1111)
MARTIN, ,RUE SAINT MARTIN (44071_0266),PL SAINT MARTIN (44215_1615)
MESANGES, ,IMP DES MESANGES (44071_0161),RUE DES MESANGES (44215_1148)
MIMOSAS, ,IMP DES MIMOSAS (44071_0156),RUE DES MIMOSAS (44215_1155)
NORMANDI, ,RUE DE NORMANDIE (44071_0158),RUE DE NORMANDIE (44215_1294)
PERRIERE, ,AV DES PERRIERES (44071_0160),RUE DES PERRIERES (44215_1401)
PEUPLIER, ,RUE DES PEUPLIERS (44071_0221),RUE DES PEUPLIERS (44215_1406)
PINIER, ,IMP DU PINIER (44071_0183),RUE DU PINIER (44215_1422)
PINSONS, ,RUE DES PINSONS (44071_0181),AV DES PINSONS (44215_1424)
PROVENCE, ,RUE DE PROVENCE (44071_0211),ALL DE PROVENCE (44215_1524)
RAVEL, ,RUE MAURICE RAVEL (44071_0159),RUE MAURICE RAVEL (44215_1164)
ROSES, ,IMP DES ROSES (44071_0244),AV DES ROSES (44215_1580)
SAND, ,IMP GEORGE SAND (44071_0268),RUE GEORGE SAND (44215_1955)
SAND, ,RUE GEORGE SAND (44071_0302),RUE GEORGE SAND (44215_1955)
SOURCE, ,CHE DE LA SOURCE (44071_0267),IMP DE LA SOURCE (44215_1646)
SPORTS, ,RUE DES SPORTS (44071_0345),BD DES SPORTS (44215_1660)
TILLEULS, ,IMP DES TILLEULS (44071_0269),RUE DES TILLEULS (44215_1680)
TULIPES, ,IMP DES TULIPES (44071_0271),RUE DES TULIPES (44215_1714)
BOURG,0,LE BOURG (44071_B048),LE BOURG (44215_B052)
LOUEE,0,LA LOUEE (44071_B187),LA LOUEE (44215_B226)
