mot_commun,ld,nom,homonymes
GARE, ,RUE DE LA GARE (44086_0270),RUE DE LA GARE (44193_0250)
BLANCS,0,LES CHAMPS BLANCS (44086_C385),LES CHAMPS BLANCS (44193_B558)
BOURRU,0,BOURRU (44086_B094),BOURRU (44193_D080)
CHENAIE,0,LA CHENAIE (44086_B183),LA CHENAIE (44193_B077)
COUDRAY,0,LE COUDRAY (44086_B297),LE COUDRAY (44193_B125)
EBEAUPIN,0,L EBEAUPIN (44086_B384),L EBEAUPIN (44193_B139)
FOSSES,0,LES FOSSES (44086_B426),LES FOSSES (44193_B156)
GARE,0,LA GARE (44086_B464),LA GARE (44193_D330)
HARLAIS,0,LA HARLAIS (44086_B557),LA HARLAIS (44193_D370)
NOE,0,LA NOE (44086_B679),LA NOE (44193_D550)
PERRAY,0,LE PERRAY (44086_B720),LE PERRAY (44193_D580)
RENARDIE,0,LA RENARDIERE (44086_C259),LA RENARDIERE (44193_B978)
