mot_commun,ld,nom,homonymes
EGLISE, ,PL DE L EGLISE (44067_0120),PL DE L EGLISE (44128_0229) + RUE DE L EGLISE (44128_0231)
EGLISE, ,RUE DE L EGLISE (44067_0140),PL DE L EGLISE (44128_0229) + RUE DE L EGLISE (44128_0231)
GARE, ,LOT DE LA GARE (44067_A058),LOT DE LA GARE (44128_A001)
JEAN, ,RUE SAINT JEAN (44067_0404),SAINT JEAN (44128_D855)
MAIRIE, ,PL DE LA MAIRIE (44067_0257),PL DE LA MAIRIE (44128_0306)
PARADIS, ,AV DU PARADIS (44067_0294),RUE DU PARADIS (44128_0350) + CHE DU PARADIS (44128_0349)
VERNE, ,RUE JULES VERNE (44067_0282),RUE JULES VERNE (44128_0495)
VERT, ,RUE DU CHENE VERT (44067_0051),RUE DU CHENE VERT (44128_0203)
AIR,0,BEL AIR (44067_B046),BEL AIR (44128_B157)
BEAULIEU,0,BEAULIEU (44067_B040),BEAULIEU (44128_B139)
BEAUSEJO,0,BEAUSEJOUR (44067_B041),BEAUSEJOUR (44128_B141)
BLANC,0,LE PIGEON BLANC (44067_B815),LE PIGEON BLANC (44128_D107)
CALVAIRE,0,LE CALVAIRE (44067_B139),LE CALVAIRE (44128_B506)
CASSIERE,0,LA CASSIERE (44067_B146),LA CASSIERE (44128_B516)
CHATAIGN,0,LA CHATAIGNERAIE (44067_B182),LA CHATAIGNERAIE (44128_B698)
COULEE,0,LA GRANDE COULEE (44067_B921),LA GRANDE COULEE (44128_E118)
ECOBUTS,0,LES ECOBUTS (44067_B409),LES ECOBUTS (44128_C065)
EPINAY,0,L EPINAY (44067_B421),L EPINAY (44128_C167)
ETANG,0,L ETANG (44067_B426),L ETANG (44128_C172)
FONTENEL,0,LES FONTENELLES (44067_B439),LES FONTENELLES (44128_C215)
FOSSES,0,LES FOSSES (44067_B443),LES FOSSES (44128_C227)
GRENOUIL,0,LA GRENOUILLERE (44067_B516),LA GRENOUILLERE (44128_C397)
JAUNAIS,0,LA JAUNAIS (44067_B609),LA JAUNAIS (44128_C497)
LANDES,0,LA CLAIE DES LANDES (44067_B218),LA CLAIE DES LANDES (44128_B758)
LANDES,0,LES LANDES (44067_B674),LES LANDES (44128_C644)
LAUNAY,0,LAUNAY (44067_B686),LAUNAY (44128_C676)
LIGANCON,0,LIGANCON (44067_B693),LIGANCON (44128_C682)
MARIE,0,SAINTE MARIE (44067_C035),SAINTE MARIE (44128_D859)
MIGNONNA,0,LA MIGNONNAIS (44067_B720),LA MIGNONNAIS (44128_C737)
MORTIERS,0,LES MORTIERS (44067_B723),LES MORTIERS (44128_C758)
NOE,0,LA NOE (44067_B734),LA NOE (44128_C772)
PATIS,0,LE PATIS (44067_B745),LE PATIS (44128_C824)
PLESSIS,0,LE PLESSIS (44067_B824),LE PLESSIS (44128_D120)
ROUX,0,LE ROUX (44067_C096),LE ROUX (44128_D838)
SOLEIL,0,BEAU SOLEIL (44067_B038),BEAU SOLEIL (44128_B125)
TOUCHE,0,LA TOUCHE (44067_C058),LA TOUCHE (44128_D959)
TREMBLAI,0,LA TREMBLAIS (44067_C066),LA TREMBLAIS (44128_D968)
VALLEE,0,LA VALLEE (44067_C072),LA VALLEE (44128_D977)
VALLEES,0,LES VALLEES (44067_C073),LES VALLEES (44128_D992)
VERT,0,LE PATIS VERT (44067_B751),LE PATIS VERT (44128_C849)
