mot_commun,ld,nom,homonymes
BOURG,0,LE BOURG (44112_B032),LE BOURG (44199_B080)
CORMIER,0,LE CORMIER (44112_B126),LE CORMIER (44199_B430)
GARE,0,LA GARE (44112_B485),LA GARE (44199_B521)
GREE,0,LA PETITE GREE (44112_B309),LA PETITE GREE (44199_B991)
MORTIER,0,LE MORTIER (44112_B272),LE MORTIER (44199_B854)
ROUGE,0,LA PREE ROUGE (44112_B427),LA PREE ROUGE (44199_C292)
TERTRE,0,LE TERTRE (44112_B450),LE TERTRE (44199_C404)
TOUCHE,0,LA TOUCHE (44112_B453),LA TOUCHE (44199_C409)
TOUCHETT,0,LA TOUCHETTE (44112_B454),LA TOUCHETTE (44199_C410)
TOURRIER,0,LA TOURRIERE (44112_B456),LA TOURRIERE (44199_C414)
