mot_commun,ld,nom,homonymes
CHENES, ,RUE DES CHENES (44082_0003),IMP DES CHENES (44205_0085)
COLIBRIS, ,RUE DES COLIBRIS (44082_0064),RUE DES COLIBRIS (44205_0104)
LOUIS, ,RUE SAINT LOUIS (44082_0193),SAINT LOUIS (44205_C663)
STADE, ,RUE DU STADE (44082_0055),RUE DU STADE (44205_0234)
AIR,0,BEL AIR (44082_B032),BEL AIR (44205_B036)
CLOSETTE,0,LES CLOSETTES (44082_B117),LES CLOSETTES (44205_B385)
GAGNERIE,0,LA GAGNERIE (44082_B174),LA GAGNERIE (44205_B553)
JAUNAIS,0,LES JAUNAIS (44082_B234),LES JAUNAIS (44205_B788)
LANDES,0,LES LANDES (44082_B244),LES LANDES (44205_B827)
MARIE,0,SAINTE MARIE (44082_B439),SAINTE MARIE (44205_C664)
MIONNIER,0,LA MIONNIERE (44082_B265),LA MIONNIERE (44205_B914)
MORTIER,0,LE MORTIER (44082_B273),LE MORTIER (44205_B929)
PINIERE,0,LA PINIERE (44082_B372),LA PINIERE (44205_C322)
ROBINIER,0,LA ROBINIERE (44082_B499),LA ROBINIERE (44205_C630)
ROCHER,0,LE PETIT ROCHER (44082_B316),LE PETIT ROCHER (44205_C071)
SOLEIL,0,BEAU SOLEIL (44082_B026),BEAU SOLEIL (44205_B027)
VARENNE,0,LA VARENNE (44082_B456),LA VARENNE (44205_C725)
