mot_commun,ld,nom,homonymes
ACACIAS, ,RUE DES ACACIAS (44133_0003),IMP DES ACACIAS (44171_0018)
CHENES, ,RUE DES CHENES (44133_0115),RUE DES CHENES (44171_0033)
EGLISE, ,PL DE L EGLISE (44133_0112),PL DE L EGLISE (44171_0050)
FRENES, ,RUE DES FRENES (44133_0130),IMP DES FRENES (44171_0117)
MOULIN, ,RUE DU MOULIN (44133_0212),RUE DU MOULIN (44171_0080)
NANTES, ,RUE DE NANTES (44133_0215),RUE DE NANTES (44171_0081)
PORNIC, ,RUE DE PORNIC (44133_0300),RUE DE PORNIC (44171_0090)
BOURG,0,LE BOURG (44133_B077),LE BOURG (44171_B013)
BRANDAIS,0,LE BRANDAIS (44133_B081),LE BRANDAIS (44171_B014)
CASSE,0,LE MOULIN CASSE (44133_B592),LE MOULIN CASSE (44171_B140)
CHATAIGN,0,LA CHATAIGNERAIE (44133_B144),LA CHATAIGNERAIE (44171_B035)
FIEF,0,LE GRAND FIEF (44133_B315),LE GRAND FIEF (44171_B089)
LANDE,0,LA LANDE (44133_B485),LA LANDE (44171_B120)
MOULIN,0,LE GRAND MOULIN (44133_B325),LE GRAND MOULIN (44171_B092)
RIVIERE,0,LA RIVIERE (44133_C143),LA RIVIERE (44171_B240)
