mot_commun,ld,nom,homonymes
AJONCS, ,RUE DES AJONCS (44066_0127),RUE DES AJONCS (44209_0003)
BOULEAUX, ,RUE DES BOULEAUX (44066_0181),IMP DES BOULEAUX (44209_0047)
BOUVREUI, ,RUE DES BOUVREUILS (44066_0009),IMP DES BOUVREUILS (44209_0048)
BUTTE, ,RUE DE LA BUTTE (44066_0012),LOT DE LA BUTTE (44209_A010)
CHARMES, ,RUE DES CHARMES (44066_0087),IMP DES CHARMES (44209_0570)
CHATAIGN, ,RUE DES CHATAIGNIERS (44066_0096),IMP DES CHATAIGNIERS (44209_0084)
CLEMATIT, ,RUE DES CLEMATITES (44066_0128),IMP DES CLEMATITES (44209_0091)
COQUELIC, ,RUE DES COQUELICOTS (44066_0025),IMP DES COQUELICOTS (44209_0096)
EGLISE, ,PL DE L EGLISE (44066_0040),PL DE L EGLISE (44209_0110)
FAUVETTE, ,IMP DES FAUVETTES (44066_0169),RUE DES FAUVETTES (44209_0367)
HIRONDEL, ,ALL DES HIRONDELLES (44066_0191),IMP DES HIRONDELLES (44209_0154)
LANDES, ,CHEM DE LA CLOSE DES LANDES (44066_0182),CHE DE LA CLOSE DES LANDES (44209_0095)
LANDES, ,RTE DES LANDES (44066_0067),RUE DES LANDES (44209_0161)
LILAS, ,CHEM DES LILAS (44066_0050),RUE DES LILAS (44209_0226)
LOEUF, ,RTE DE LA LOEUF (44066_0046),RUE DE LA LOEUF (44209_0166)
LYS, ,RUE DES LYS (44066_0047),IMP DES LYS (44209_0375)
MARIGNE, ,RTE DE MARIGNE (44066_0043),CHE DE MARIGNE (44209_0174)
MESANGES, ,ALL DES MESANGES (44066_0170),RUE DES MESANGES (44209_0229)
MIMOSAS, ,RUE DES MIMOSAS (44066_0052),RUE DES MIMOSAS (44209_0169)
PAQUELAI, ,RTE DE LA PAQUELAIS (44066_0116),RTE DE LA PAQUELAIS (44209_0190)
PINSONS, ,ALL DES PINSONS (44066_0171),IMP DES PINSONS (44209_0197)
PUITS, ,RUE DE LA NOE DES PUITS (44066_0114),RUE DE LA NOE DES PUITS (44209_0181)
RENNES, ,RTE DE RENNES (44066_0079),RUE DE RENNES (44209_0198)
SABLONNA, ,IMP DE LA SABLONNAIS (44066_0164),RUE DE LA SABLONNAIS (44209_0207)
SUCE, ,RTE DE SUCE (44066_0075),RUE DE SUCE (44209_0206)
VERGER, ,CHE DU VERGER (44066_0085),RTE DU VERGER (44209_0220)
AIR,0,BEL AIR (44066_B034),BEL AIR (44209_B008)
CLOUIS,0,LES CLOUIS (44066_C829),LES CLOUIS (44209_B051)
LANDES,0,LE MOULIN DES LANDES (44066_C047),LE MOULIN DES LANDES (44209_B130)
LOEUF,0,LA LOEUF (44066_C224),LA LOEUF (44209_B116)
SABLONNA,0,LA SABLONNAIS (44066_C693),LA SABLONNAIS (44209_B169)
TERTRE,0,LE TERTRE (44066_C740),LE TERTRE (44209_B175)
