mot_commun,ld,nom,homonymes
BOIS, ,CHE DU PETIT BOIS (44070_0024),IMP DU PETIT BOIS (44117_0025)
BOIS, ,RTE DU PETIT BOIS (44070_0341),IMP DU PETIT BOIS (44117_0025)
CLISSON, ,RTE DE CLISSON (44070_0035),RTE DE CLISSON (44117_0003)
EPINETTE, ,RUE DES EPINETTES (44070_0145),RUE DES EPINETTES (44117_0328)
MESANGES, ,ALL DES MESANGES (44070_0264),RUE DES MESANGES (44117_0023)
MOULIN, ,IMP DU MOULIN (44070_0578),CHE DU MOULIN (44117_0015)
MOULIN, ,RUE DU MOULIN (44070_0579),CHE DU MOULIN (44117_0015)
ROCHELLE, ,CHEM DE LA ROCHELLE (44070_0588),RUE DE LA ROCHELLE (44117_0041)
SEVRE, ,RUE DE LA SEVRE (44070_0425),RUE DE LA SEVRE (44117_0052)
SPORTS, ,ALL DES SPORTS (44070_0428),RUE DES SPORTS (44117_0055)
VIGNES, ,CHEM DES VIGNES (44070_0595),RUE DES VIGNES (44117_0064)
VIGNES, ,RUE DES VIGNES (44070_0541),RUE DES VIGNES (44117_0064)
VINCENT, ,IMP SAINT VINCENT (44070_0591),RUE SAINT VINCENT (44117_0050) + SAINT VINCENT (44117_B282)
GARE,0,LA GARE (44070_B078),LA GARE (44117_B102)
PARADIS,0,LE PARADIS (44070_B142),LE PARADIS (44117_B187)
PATIS,0,LE PATIS (44070_B143),LE PATIS (44117_B190)
