mot_commun,ld,nom,homonymes
ALOUETTE, ,RUE DES ALOUETTES (44003_0017),RUE DES ALOUETTES (44163_0010)
BOUCHER, ,PL HELENE BOUCHER (44003_0462),RUE HELENE BOUCHER (44163_0062)
CADOU, ,BD RENE GUY CADOU (44003_0797),RUE RENE GUY CADOU (44163_0115)
CAMELIAS, ,ALL DES CAMELIAS (44003_0183),RUE DES CAMELIAS (44163_0038)
LILAS, ,ALL DES LILAS (44003_0581),IMP DES LILAS (44163_0078)
MERMOZ, ,RUE JEAN MERMOZ (44003_0521),IMP JEAN MERMOZ (44163_0063)
MIMOSAS, ,ALL DES MIMOSAS (44003_0641),ALL DES MIMOSAS (44163_0089)
CHARDONN,0,LE CHARDONNET (44003_B024),LE CHARDONNET (44163_B319)
MARAIS,0,LE MARAIS (44003_B065),LE MARAIS (44163_B749)
PLANTES,0,LES PLANTES (44003_B088),LES PLANTES (44163_C184)
VERGER,0,LE VERGER (44003_B106),LE VERGER (44163_C476)
