mot_commun,ld,nom,homonymes
ANNE, ,PL STE ANNE (44043_1787),PL STE ANNE (44063_0230)
CONNETAB, ,PL DU CONNETABLE (44043_0440),RUE DU CONNETABLE (44063_0070)
FOURNIL, ,RUE DU FOURNIL (44043_0866),PL DU FOURNIL (44063_0098)
GENETS, ,RUE DES GENETS (44043_0881),RUE DES GENETS (44063_0105)
LEMOT, ,PAS LEMOT (44043_1040),PL LEMOT (44063_0140)
LEMOT, ,PL LEMOT (44043_1041),PL LEMOT (44063_0140)
MIMOSAS, ,PL DES MIMOSAS (44043_1138),RUE DES MIMOSAS (44063_0145)
PEPINIER, ,PAS DE LA PEPINIERE (44043_1443),RUE DE LA PEPINIERE (44063_0161)
POITIERS, ,RTE DE POITIERS (44043_1400),RTE DE POITIERS (44063_0223)
PROMENAD, ,IMP DE LA PROMENADE (44043_1463),CHE DE LA PROMENADE (44063_0191)
VALLON, ,VEN DU BEAU VALLON (44043_0160),RUE DU BEAU VALLON (44063_0030)
