mot_commun,ld,nom,homonymes
ANJOU, ,RUE D ANJOU (44144_0030),RUE D ANJOU (44191_0010)
BOURG, ,CHE LE BOURG (44144_0140),LE BOURG (44191_B066)
BRETAGNE, ,RUE DE BRETAGNE (44144_0150),RUE DE BRETAGNE (44191_0035)
CALVAIRE, ,RUE DU CALVAIRE (44144_0185),RUE DU CALVAIRE (44191_0045)
CHATAIGN, ,CHE LA CHATAIGNERAIE (44144_0300),LA CHATAIGNERAIE (44191_B181)
ECOBUT, ,CHE L ECOBUT (44144_0440),L ECOBUT (44191_B342)
EGLISE, ,PL DE L EGLISE (44144_0450),PL DE L EGLISE (44191_0161)
FORET, ,CHE DE LA FORET (44144_0560),RUE DE LA FORET (44191_0205)
GREE, ,CHE LA GREE (44144_0700),LA GREE (44191_B437)
PREE, ,CHE LA PREE (44144_1060),LA PREE (44191_C069)
PRISES, ,CHE LES PETITES PRISES (44144_0880),LES PETITES PRISES (44191_B667)
ROUGES, ,CHE LES CHAMPS ROUGES (44144_0260),LES CHAMPS ROUGES (44191_B172)
VIGNE, ,CHE LA VIGNE (44144_1160),LA VIGNE (44191_C177)
AIR,0,BEL AIR (44144_B043),BEL AIR (44191_B033)
BOURG,0,LE BOURG (44144_B100),LE BOURG (44191_B066)
GARENNE,0,LA GARENNE (44144_B504),LA GARENNE (44191_B371)
NOE,0,LA NOE (44144_B798),LA NOE (44191_B556)
PLANCHET,0,PRE DE LA PLANCHETTE (44144_C251),PRE DE LA PLANCHETTE (44191_B985)
