mot_commun,ld,nom,homonymes
ANJOU, ,RUE D ANJOU (44141_0081),RUE D ANJOU (44212_0100)
LEVANT, ,RUE DU SOLEIL LEVANT (44141_0341),RUE DU SOLEIL LEVANT (44212_0944)
PRIMEVER, ,IMP DES PRIMEVERES (44141_0004),RUE DES PRIMEVERES (44212_0798)
PRIMEVER, ,RUE DES PRIMEVERES (44141_0003),RUE DES PRIMEVERES (44212_0798)
BOURG,0,LE BOURG (44141_B047),LE BOURG (44212_B079)
EPINETTE,0,LES EPINETTES (44141_B118),LES EPINETTES (44212_B236)
JARDIN,0,LE JARDIN (44141_B204),LE JARDIN (44212_B367)
LANDES,0,LES LANDES (44141_B243),LES LANDES (44212_B382)
MENARDIE,0,LA MENARDIERE (44141_B261),LA MENARDIERE (44212_B415)
PIECE,0,LA GRANDE PIECE (44141_B180),LA GRANDE PIECE (44212_B307)
TOUCHE,0,LA TOUCHE (44141_B657),LA TOUCHE (44212_B740)
