mot_commun,ld,nom,homonymes
CHENES, ,CHE DES CHENES (44076_0571),IMP DES CHENES (44208_0110)
MAIRIE, ,RUE DE LA MAIRIE (44076_0561),PL DE LA MAIRIE (44208_0290)
AIR,0,BEL AIR (44076_B026),BEL AIR (44208_B011)
BEAUSOLE,0,BEAUSOLEIL (44076_B022),BEAUSOLEIL (44208_B484)
BOURG,0,LE BOURG (44076_B064),LE BOURG (44208_B035)
CHANTELO,0,CHANTELOUP (44076_B122),CHANTELOUP (44208_B067)
CROIX,0,LA CROIX (44076_B225),LA CROIX (44208_B105)
PATIS,0,LE PATIS (44076_B501),LE PATIS (44208_B272)
RIVIERES,0,LES RIVIERES (44076_B941),LES RIVIERES (44208_B421)
ROCHER,0,LE ROCHER (44076_B943),LE ROCHER (44208_B423)
