mot_commun,ld,nom,homonymes
EGLISE, ,PL DE L EGLISE (44025_0090),PL DE L EGLISE (44152_0062)
SPORTS, ,AV DES SPORTS (44025_0226),RUE DES SPORTS (44152_0180)
TILLEULS, ,ALL DES TILLEULS (44025_0237),IMP DES TILLEULS (44152_0190)
VALLEE, ,RUE DE LA VALLEE (44025_0251),RUE DE LA VALLEE (44152_0196)
BOSSE,0,LA BOSSE (44025_B027),LA BOSSE (44152_B545)
BUTTE,0,LA BUTTE (44025_B047),LA BUTTE (44152_B083)
CAMPBON,0,MARAIS DE CAMPBON (44025_B212),MARAIS DE CAMPBON (44152_B351)
GOUERIE,0,LA GOUERIE (44025_B165),LA GOUERIE (44152_B291)
NOE,0,LA NOE (44025_B234),LA NOE (44152_B373)
ROTIS,0,LES ROTIS (44025_B297),LES ROTIS (44152_B495)
VALLEE,0,LA VALLEE (44025_B332),LA VALLEE (44152_B525)
VERGER,0,LE VERGER (44025_B338),LE VERGER (44152_B527)
